Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1827,2247,2307,2447,2626,2576,2719,2600,2323,2569,2653,2553,2707,3066,2763,2736,2418,2661,2787,2454,3043,2498,2497,2487,2472,3098,2421,2638,2895,2462,3254,2622,2677,2892,2499,3437,2695,2652,2962,2543,3100,2266,2819,2495,2124,2719,2194,2301,2447,2070,2457,2011,2109,2357,1893,2251,1911,1663,1670,1510,1937,1298,1363,1334,1087,1461,915,951,715,432,798,436,639,568,481,916,506,384,480,272,467,276,284,281,191,237,142,94,75,68,174,169412,Nattalin,MMR008012
 Yes - some difficulty,23,21,3,4,5,5,5,4,4,8,3,5,1,3,2,7,3,2,6,7,1,4,6,4,8,5,3,9,4,5,4,7,8,8,6,10,9,10,11,6,15,7,6,13,11,19,10,22,20,18,20,20,25,29,25,31,23,13,32,23,46,33,44,36,35,63,33,37,44,14,46,21,34,43,44,86,56,45,53,36,67,54,39,45,35,56,24,24,24,11,50,1909,Nattalin,MMR008012
 Yes - a lot of difficulty,29,4,1,1,2,3,3,1,4,3,-,3,1,6,2,2,-,3,3,2,2,2,2,2,1,1,1,1,1,2,4,2,2,2,6,2,-,-,2,2,3,5,4,4,5,6,4,4,6,4,9,2,6,3,6,7,3,5,5,8,6,6,5,2,8,12,6,9,6,4,8,4,11,11,10,16,8,11,16,11,11,13,15,11,11,7,5,9,7,6,29,503,Nattalin,MMR008012
 Yes - cannot walk at all,10,1,3,4,2,2,1,2,3,1,2,5,-,2,2,1,1,2,4,-,4,-,2,-,1,1,1,2,3,-,-,2,1,4,-,1,2,1,1,1,4,-,-,3,-,3,5,1,1,-,1,2,3,3,4,-,5,1,5,2,6,9,7,4,3,7,6,5,5,-,8,3,5,5,3,11,6,1,7,7,11,7,8,9,8,14,10,3,4,-,17,317,Nattalin,MMR008012
 Total,1889,2273,2314,2456,2635,2586,2728,2607,2334,2581,2658,2566,2709,3077,2769,2746,2422,2668,2800,2463,3050,2504,2507,2493,2482,3105,2426,2650,2903,2469,3262,2633,2688,2906,2511,3450,2706,2663,2976,2552,3122,2278,2829,2515,2140,2747,2213,2328,2474,2092,2487,2035,2143,2392,1928,2289,1942,1682,1712,1543,1995,1346,1419,1376,1133,1543,960,1002,770,450,860,464,689,627,538,1029,576,441,556,326,556,350,346,346,245,314,181,130,110,85,270,172141,Nattalin,MMR008012
