Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1356,1552,1455,1633,1612,1546,1611,1562,1650,1463,1738,1309,1559,1468,1188,1148,1041,1109,1238,906,1341,847,984,971,771,934,741,811,919,648,1130,602,752,754,534,851,632,606,787,495,968,461,686,532,477,804,507,404,548,338,830,297,398,385,312,469,381,235,276,131,552,109,163,183,128,262,123,162,83,48,238,31,54,51,30,94,37,25,51,15,66,4,13,6,7,17,8,8,8,3,16,56288,Kyaidon(ST),MMR003007
 Yes - some difficulty,81,95,50,25,12,6,4,5,8,6,9,8,10,4,4,2,6,5,8,6,3,3,2,3,2,6,4,2,3,6,7,1,7,6,5,4,2,4,7,3,9,1,6,10,8,14,10,5,6,9,21,11,15,23,8,16,16,10,15,12,48,16,18,17,11,36,14,30,18,14,66,11,22,12,7,28,12,10,10,7,37,2,9,8,4,12,4,2,6,2,19,1171,Kyaidon(ST),MMR003007
 Yes - a lot of difficulty,75,17,10,9,2,2,-,2,4,2,1,2,3,5,-,3,1,3,2,4,3,2,1,2,2,4,-,2,3,-,1,1,1,1,1,3,2,-,4,1,2,1,-,4,1,4,1,2,3,-,4,1,4,2,3,2,2,1,1,2,7,3,6,5,2,7,2,6,3,2,16,1,5,3,2,11,3,2,7,2,9,-,2,5,1,4,3,4,4,1,17,366,Kyaidon(ST),MMR003007
 Yes - cannot walk at all,26,4,1,1,3,2,3,-,3,-,1,-,-,3,1,1,1,1,2,1,3,-,1,-,1,-,1,3,-,-,-,1,-,-,1,1,-,-,1,-,1,1,-,1,-,-,-,2,1,2,1,2,1,-,-,1,-,-,-,2,2,-,2,2,-,1,1,1,-,-,4,2,-,-,-,2,-,-,-,-,5,-,1,2,1,1,-,-,1,1,2,113,Kyaidon(ST),MMR003007
 Total,1538,1668,1516,1668,1629,1556,1618,1569,1665,1471,1749,1319,1572,1480,1193,1154,1049,1118,1250,917,1350,852,988,976,776,944,746,818,925,654,1138,605,760,761,541,859,636,610,799,499,980,464,692,547,486,822,518,413,558,349,856,311,418,410,323,488,399,246,292,147,609,128,189,207,141,306,140,199,104,64,324,45,81,66,39,135,52,37,68,24,117,6,25,21,13,34,15,14,19,7,54,57938,Kyaidon(ST),MMR003007
