Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3858,3904,4329,4679,4936,4621,4602,5005,4495,4651,4956,5006,5272,5465,5298,5015,4294,4439,4780,3915,4807,4027,4081,4028,3841,4611,3784,4097,4315,4112,5057,3668,4120,4014,3502,4694,3498,3637,3847,3176,4132,2843,3735,3358,2836,4091,2919,3034,2890,2473,3132,2528,2594,2599,2397,3063,2131,2095,2041,1663,2210,1467,1654,1582,1356,1656,1021,1286,929,701,1154,505,620,637,553,1130,502,544,567,336,482,300,317,310,248,280,165,132,104,59,254,254051,Taungdwingyi,MMR009004
 Yes - some difficulty,89,60,30,23,15,17,8,12,12,11,14,12,16,12,6,9,8,17,11,12,13,13,14,9,13,16,10,20,8,16,28,21,22,20,18,21,15,21,26,23,36,24,32,31,28,47,45,45,51,65,60,61,50,74,72,96,58,72,71,71,99,73,87,83,101,105,77,111,75,58,122,56,71,75,81,166,72,80,100,75,108,43,80,76,66,73,41,45,34,19,90,4272,Taungdwingyi,MMR009004
 Yes - a lot of difficulty,73,19,12,5,4,4,8,1,3,4,6,5,2,3,4,7,6,7,5,4,2,6,7,4,3,2,2,2,5,2,7,3,3,4,2,6,5,3,7,3,17,5,8,7,8,7,5,7,8,1,9,9,11,12,6,18,18,9,10,9,13,7,13,14,16,20,14,12,11,10,17,7,6,23,18,47,8,8,13,11,29,20,23,24,19,19,11,13,10,7,55,962,Taungdwingyi,MMR009004
 Yes - cannot walk at all,42,7,6,5,6,6,5,8,7,4,10,1,6,8,5,5,6,1,5,2,1,1,2,1,3,1,-,3,-,-,5,1,3,1,3,4,1,1,3,4,5,-,4,8,1,7,4,3,5,3,5,4,6,6,5,6,7,2,2,1,9,7,6,7,7,18,7,4,6,4,11,4,9,7,10,17,8,9,13,11,21,14,8,11,9,12,5,7,10,5,32,575,Taungdwingyi,MMR009004
 Total,4062,3990,4377,4712,4961,4648,4623,5026,4517,4670,4986,5024,5296,5488,5313,5036,4314,4464,4801,3933,4823,4047,4104,4042,3860,4630,3796,4122,4328,4130,5097,3693,4148,4039,3525,4725,3519,3662,3883,3206,4190,2872,3779,3404,2873,4152,2973,3089,2954,2542,3206,2602,2661,2691,2480,3183,2214,2178,2124,1744,2331,1554,1760,1686,1480,1799,1119,1413,1021,773,1304,572,706,742,662,1360,590,641,693,433,640,377,428,421,342,384,222,197,158,90,431,259860,Taungdwingyi,MMR009004
