Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3968,3774,3859,4369,4641,4631,4549,4419,4196,4315,4453,4153,4565,4496,4238,4081,3569,3664,3832,3464,4080,3314,3610,3538,3355,3994,3182,3334,3774,3250,4185,3068,3247,3342,2811,3662,2808,2881,3150,2628,3013,2291,3081,2570,2508,3125,2312,2307,2504,2079,2484,1700,1950,1998,1847,2278,1824,1539,1600,1279,1757,1041,1097,1040,911,1307,814,841,658,458,822,344,414,445,398,760,348,275,286,197,339,139,178,165,164,182,104,59,51,43,150,210525,Yaedashe,MMR007010
 Yes - some difficulty,24,29,25,27,32,22,11,4,7,5,5,7,8,8,10,11,3,4,11,7,15,10,6,15,7,7,9,14,15,10,10,12,13,15,20,11,12,14,19,11,18,11,19,16,16,24,26,18,22,17,26,27,27,33,36,35,38,23,39,35,45,29,42,34,27,61,35,44,40,13,47,25,33,42,36,75,40,35,41,25,52,28,27,37,29,35,28,17,14,10,54,2111,Yaedashe,MMR007010
 Yes - a lot of difficulty,23,11,8,3,3,7,4,6,5,3,4,3,2,3,5,3,4,5,2,2,6,4,5,2,2,3,4,3,2,8,9,5,8,8,3,6,1,3,3,3,4,5,1,8,4,5,4,6,6,6,11,9,4,3,8,12,8,11,13,7,9,2,11,8,7,11,7,10,7,13,6,7,7,6,7,9,6,8,11,7,17,5,9,11,6,8,8,3,5,2,22,584,Yaedashe,MMR007010
 Yes - cannot walk at all,6,3,4,9,5,6,3,7,5,7,4,3,2,7,2,1,4,1,-,2,4,4,1,2,2,2,2,2,2,1,3,-,3,2,2,7,-,1,2,2,-,1,3,2,2,4,3,3,2,3,-,3,-,6,7,10,2,3,7,5,5,3,5,3,5,11,3,4,6,1,5,1,6,3,6,11,9,7,11,3,7,7,5,8,6,9,2,5,1,6,18,373,Yaedashe,MMR007010
 Total,4021,3817,3896,4408,4681,4666,4567,4436,4213,4330,4466,4166,4577,4514,4255,4096,3580,3674,3845,3475,4105,3332,3622,3557,3366,4006,3197,3353,3793,3269,4207,3085,3271,3367,2836,3686,2821,2899,3174,2644,3035,2308,3104,2596,2530,3158,2345,2334,2534,2105,2521,1739,1981,2040,1898,2335,1872,1576,1659,1326,1816,1075,1155,1085,950,1390,859,899,711,485,880,377,460,496,447,855,403,325,349,232,415,179,219,221,205,234,142,84,71,61,244,213593,Yaedashe,MMR007010
