Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2193,2248,2442,2781,2716,2702,2730,2759,2731,2647,2660,2311,2635,2609,2622,2155,2000,1887,2283,1858,2288,1676,1795,1805,1581,2046,1531,1594,1641,1477,2013,1403,1527,1482,1215,1759,1152,1076,1302,1056,1476,967,1352,1135,986,1444,864,762,957,736,1006,627,749,805,610,784,604,513,475,349,613,282,295,318,247,369,207,234,175,86,235,98,142,104,83,197,75,66,84,39,72,38,38,45,37,39,27,21,14,15,50,101934,Tanintharyi,MMR006008
 Yes - some difficulty,52,34,32,13,11,7,17,13,14,15,9,12,19,22,11,15,9,11,20,17,9,13,14,18,20,27,26,27,31,25,49,36,40,46,55,54,41,35,58,50,46,41,80,69,61,110,69,75,80,60,127,58,77,80,88,108,81,79,91,68,110,54,58,63,62,97,42,60,43,23,92,39,40,52,32,100,36,28,44,16,45,17,33,25,14,28,14,12,8,7,45,3914,Tanintharyi,MMR006008
 Yes - a lot of difficulty,22,8,5,2,3,4,5,2,3,5,7,2,5,5,7,2,-,2,5,5,4,2,4,3,4,6,5,4,5,6,4,1,5,6,6,3,1,7,7,8,14,11,9,5,7,5,8,7,12,11,7,6,13,13,11,6,11,12,11,10,18,6,9,11,13,15,7,10,15,5,14,5,11,14,6,19,6,8,14,3,17,7,9,8,8,14,13,7,7,3,22,703,Tanintharyi,MMR006008
 Yes - cannot walk at all,37,15,2,5,4,3,3,7,1,1,5,1,4,2,3,2,5,2,2,3,1,5,-,1,1,1,4,-,1,-,6,4,3,3,3,3,2,2,1,2,3,2,4,1,1,5,4,1,2,1,4,1,1,2,4,6,2,-,3,4,6,1,4,1,2,4,1,5,1,3,5,2,7,1,2,9,2,1,5,5,4,1,1,1,-,7,1,2,2,1,14,302,Tanintharyi,MMR006008
 Total,2304,2305,2481,2801,2734,2716,2755,2781,2749,2668,2681,2326,2663,2638,2643,2174,2014,1902,2310,1883,2302,1696,1813,1827,1606,2080,1566,1625,1678,1508,2072,1444,1575,1537,1279,1819,1196,1120,1368,1116,1539,1021,1445,1210,1055,1564,945,845,1051,808,1144,692,840,900,713,904,698,604,580,431,747,343,366,393,324,485,257,309,234,117,346,144,200,171,123,325,119,103,147,63,138,63,81,79,59,88,55,42,31,26,131,106853,Tanintharyi,MMR006008
