Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,544,677,843,972,930,973,969,932,1008,939,884,727,857,881,791,855,724,664,727,566,739,535,528,504,509,676,560,473,515,402,644,429,444,326,327,421,371,308,346,266,415,289,312,272,279,344,251,228,255,222,365,211,236,213,230,217,232,148,184,125,181,92,103,86,76,101,85,52,61,43,65,42,49,42,38,38,44,28,28,20,28,12,14,15,10,5,5,2,2,-,9,32190,Kongyan,MMR015023
 Yes - some difficulty,4,22,42,34,19,21,18,17,14,6,3,3,4,2,1,2,1,3,-,-,2,2,-,-,3,2,1,3,1,1,2,7,1,6,-,2,2,6,5,1,8,5,7,13,12,13,10,10,9,14,26,19,28,29,26,28,41,24,22,22,49,29,27,18,21,28,33,28,31,15,44,30,29,27,31,30,29,16,34,11,27,19,9,7,13,8,7,4,6,2,11,1302,Kongyan,MMR015023
 Yes - a lot of difficulty,59,20,16,3,1,1,1,-,1,-,-,1,-,1,-,2,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,1,-,1,1,1,1,1,-,-,2,2,1,5,-,2,1,3,5,4,1,5,1,4,3,5,2,9,2,5,6,4,8,3,2,6,1,6,2,1,5,5,2,1,1,-,1,6,241,Kongyan,MMR015023
 Yes - cannot walk at all,-,-,-,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,1,-,1,-,1,1,-,-,-,1,-,1,-,2,-,1,-,-,-,3,-,1,2,2,-,-,-,-,-,-,1,1,2,1,1,-,1,-,1,-,-,1,2,1,39,Kongyan,MMR015023
 Total,607,719,901,1009,950,995,988,949,1023,947,887,731,861,885,792,859,725,667,728,568,741,537,528,505,512,678,561,476,516,403,647,437,445,332,327,423,373,314,352,268,424,295,319,286,294,357,263,240,265,238,392,231,265,244,258,246,279,172,209,148,235,126,135,105,102,130,125,83,98,62,120,74,83,75,73,76,76,47,69,34,62,34,24,28,28,16,13,7,9,5,27,33772,Kongyan,MMR015023
