Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1809,1898,1847,2186,2206,2129,2185,2178,2052,2176,2314,2236,2333,2485,2361,2178,2016,2202,2263,1894,2288,1912,1982,1847,1738,2169,1792,1844,2086,1734,2250,1796,1790,2010,1615,2089,1660,1792,1937,1877,1886,1369,1947,1655,1574,1883,1521,1523,1650,1376,1809,1489,1484,1655,1367,1636,1242,1222,1382,1018,1419,959,953,864,688,921,602,655,407,262,424,283,393,351,333,565,314,251,326,172,300,205,169,178,167,139,101,83,79,41,133,124581,Okpo,MMR008010
 Yes - some difficulty,11,10,11,3,4,3,6,3,4,4,7,2,6,4,6,8,1,1,4,2,7,5,3,2,2,3,6,4,6,2,5,6,5,10,8,7,7,4,9,5,7,7,12,4,6,15,10,10,11,14,20,19,23,19,26,35,28,21,33,24,30,27,34,29,28,34,25,30,13,10,31,20,22,26,35,53,32,33,36,24,45,24,33,31,23,35,17,20,11,10,45,1416,Okpo,MMR008010
 Yes - a lot of difficulty,16,9,2,1,2,5,2,2,2,4,6,4,4,3,3,2,2,1,3,-,1,1,-,3,1,-,2,4,2,4,1,2,3,-,1,4,-,1,3,1,1,4,3,2,4,6,2,3,5,6,4,1,4,1,3,9,6,5,8,5,4,1,7,5,11,6,5,7,2,4,6,3,8,5,6,8,4,9,6,4,12,5,4,3,7,3,10,5,7,1,18,375,Okpo,MMR008010
 Yes - cannot walk at all,16,-,3,1,2,3,3,3,5,4,2,1,3,3,6,2,1,1,2,-,2,2,-,2,2,1,-,1,4,1,2,-,3,3,2,3,-,1,-,1,-,1,-,-,1,3,3,5,2,-,3,3,1,4,2,9,2,4,4,3,1,6,3,2,3,2,1,1,2,3,5,4,5,5,4,10,6,5,6,7,7,6,5,5,3,10,6,4,1,1,20,290,Okpo,MMR008010
 Total,1852,1917,1863,2191,2214,2140,2196,2186,2063,2188,2329,2243,2346,2495,2376,2190,2020,2205,2272,1896,2298,1920,1985,1854,1743,2173,1800,1853,2098,1741,2258,1804,1801,2023,1626,2103,1667,1798,1949,1884,1894,1381,1962,1661,1585,1907,1536,1541,1668,1396,1836,1512,1512,1679,1398,1689,1278,1252,1427,1050,1454,993,997,900,730,963,633,693,424,279,466,310,428,387,378,636,356,298,374,207,364,240,211,217,200,187,134,112,98,53,216,126662,Okpo,MMR008010
