Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3356,3593,3525,4112,4479,4387,4858,4989,4589,4659,4598,4726,4770,4834,4442,4122,3514,3166,3058,2654,2998,2552,2699,2710,2329,3136,2454,2698,2994,2619,3195,2540,2655,2927,2500,3212,2496,2655,2808,2589,2932,2020,3041,2405,2291,2886,2229,2322,2275,1937,2240,1836,1849,1936,1574,1899,1674,1411,1576,1201,1480,1152,1219,1190,1064,1144,941,876,655,536,775,381,384,438,391,647,333,328,297,191,253,180,187,163,138,134,104,56,53,37,126,194584,Kawa,MMR007003
 Yes - some difficulty,39,23,13,13,12,8,12,5,8,14,7,17,10,13,9,8,5,6,6,9,5,2,7,10,1,5,12,3,9,4,11,3,5,8,11,8,6,6,11,5,10,15,16,14,5,16,17,15,17,18,17,18,18,26,26,36,26,23,35,30,41,31,34,36,36,43,48,42,39,17,48,33,36,43,33,69,33,32,56,28,41,40,28,27,34,33,17,10,11,9,26,1821,Kawa,MMR007003
 Yes - a lot of difficulty,8,8,8,11,8,9,4,4,1,6,7,1,5,5,2,5,3,4,2,3,3,2,2,3,1,3,4,2,3,1,4,1,4,2,2,2,1,3,6,-,1,1,3,4,-,5,5,4,3,3,5,6,4,5,1,5,11,5,9,8,5,7,11,10,12,15,11,8,11,4,14,10,11,12,12,16,6,10,14,14,12,6,8,11,6,15,6,6,-,6,26,556,Kawa,MMR007003
 Yes - cannot walk at all,33,31,19,22,17,7,5,4,4,4,1,2,2,2,4,4,1,2,-,3,3,-,1,4,-,1,-,1,1,-,2,3,1,-,5,-,-,1,2,-,2,-,1,1,1,3,1,3,2,1,3,1,2,1,5,7,3,4,6,5,5,5,5,5,2,7,5,7,5,3,7,3,7,6,6,9,8,3,4,3,4,3,6,2,2,5,4,6,4,1,16,402,Kawa,MMR007003
 Total,3436,3655,3565,4158,4516,4411,4879,5002,4602,4683,4613,4746,4787,4854,4457,4139,3523,3178,3066,2669,3009,2556,2709,2727,2331,3145,2470,2704,3007,2624,3212,2547,2665,2937,2518,3222,2503,2665,2827,2594,2945,2036,3061,2424,2297,2910,2252,2344,2297,1959,2265,1861,1873,1968,1606,1947,1714,1443,1626,1244,1531,1195,1269,1241,1114,1209,1005,933,710,560,844,427,438,499,442,741,380,373,371,236,310,229,229,203,180,187,131,78,68,53,194,197363,Kawa,MMR007003
