Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3128,3070,3282,3437,3638,3386,3374,3826,3639,3604,3783,3842,4568,5197,5353,4993,5272,5757,6312,5767,6736,5386,5564,5576,5099,5560,4795,5026,5312,4607,5903,3975,4637,4432,3863,4899,3570,3935,4547,3624,4727,3231,4174,3770,3212,4314,2930,3361,3469,2686,3447,2332,2794,2628,2318,2695,2137,1998,1974,1607,2111,1259,1510,1416,1161,1723,887,1203,917,596,832,464,589,636,487,826,466,418,525,252,412,254,274,237,184,232,157,118,121,70,289,262704,Aungmyetharzan,MMR010001
 Yes - some difficulty,31,21,15,3,4,3,4,6,1,5,6,3,2,8,2,3,3,3,10,4,7,4,5,6,7,5,6,9,7,8,11,8,8,13,12,15,10,12,16,19,20,9,27,14,23,26,27,34,18,27,43,37,28,42,44,50,31,34,38,40,56,31,33,41,43,56,30,57,53,41,54,23,34,49,37,59,36,41,51,17,57,30,47,27,26,30,18,15,8,9,91,2137,Aungmyetharzan,MMR010001
 Yes - a lot of difficulty,32,8,4,3,1,-,1,5,3,-,4,3,5,3,2,1,2,1,1,3,2,2,2,1,3,4,2,1,5,5,1,2,2,4,1,-,2,2,2,5,3,6,7,1,5,5,4,4,9,4,6,4,6,4,6,10,7,6,7,4,14,10,8,9,10,11,11,12,3,4,9,7,10,14,3,13,7,8,13,9,23,7,16,5,7,14,8,2,5,6,24,540,Aungmyetharzan,MMR010001
 Yes - cannot walk at all,17,8,3,2,5,3,3,3,4,2,2,3,5,8,3,6,1,3,3,4,5,-,3,1,2,-,3,-,2,2,2,1,4,1,1,5,5,2,2,-,2,2,4,5,1,1,1,3,5,2,6,2,5,8,8,7,3,2,8,2,5,2,6,8,5,9,4,4,8,4,4,4,3,3,5,18,4,8,5,5,2,5,4,7,4,9,3,5,10,1,28,398,Aungmyetharzan,MMR010001
 Total,3208,3107,3304,3445,3648,3392,3382,3840,3647,3611,3795,3851,4580,5216,5360,5003,5278,5764,6326,5778,6750,5392,5574,5584,5111,5569,4806,5036,5326,4622,5917,3986,4651,4450,3877,4919,3587,3951,4567,3648,4752,3248,4212,3790,3241,4346,2962,3402,3501,2719,3502,2375,2833,2682,2376,2762,2178,2040,2027,1653,2186,1302,1557,1474,1219,1799,932,1276,981,645,899,498,636,702,532,916,513,475,594,283,494,296,341,276,221,285,186,140,144,86,432,265779,Aungmyetharzan,MMR010001
