Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4259,4492,4979,5431,5830,4957,5504,5888,5442,5434,5665,5515,6160,6411,6254,5441,5142,5702,6215,5352,6132,4869,4779,4596,4616,5340,4228,4638,4882,4477,5913,4076,4654,4291,3944,5425,3794,4048,4809,3920,5235,3539,4571,4497,3703,5452,3666,3827,3952,3140,4046,2688,2994,3055,2790,3492,2437,2479,2703,2023,3119,1760,2114,2016,1800,2569,1510,1930,1477,949,1763,793,982,960,732,1346,662,627,710,367,752,313,384,336,259,359,196,187,125,82,410,305382,Meiktila,MMR010028
 Yes - some difficulty,47,42,20,9,11,4,9,16,6,16,15,7,9,16,11,10,7,14,4,12,8,10,10,9,8,16,10,16,12,15,12,10,14,10,15,17,9,18,21,12,21,12,21,22,19,36,24,24,34,23,47,22,39,42,36,45,36,50,48,33,72,46,50,51,56,83,50,74,69,45,81,31,49,49,47,111,42,55,40,39,76,40,45,40,45,75,33,27,25,20,101,2838,Meiktila,MMR010028
 Yes - a lot of difficulty,19,15,8,3,3,8,5,6,5,5,3,4,10,7,3,9,1,6,4,3,2,3,2,2,5,4,2,3,9,4,4,2,4,2,5,7,2,7,3,4,6,3,3,4,3,7,6,6,8,4,11,9,5,13,5,13,10,14,13,7,13,13,10,16,15,20,5,15,17,8,24,12,18,12,12,28,18,14,16,11,27,15,14,13,15,25,8,8,9,6,41,831,Meiktila,MMR010028
 Yes - cannot walk at all,18,5,6,14,8,4,4,7,4,4,6,4,3,2,6,6,2,2,4,1,8,5,3,3,3,1,1,3,4,1,1,4,5,5,2,5,2,4,4,1,5,5,8,3,12,4,3,7,6,4,7,4,5,4,4,7,5,4,9,6,13,5,3,9,13,8,12,10,4,5,10,7,8,15,7,20,7,8,9,10,25,6,9,12,11,19,14,7,5,5,29,612,Meiktila,MMR010028
 Total,4343,4554,5013,5457,5852,4973,5522,5917,5457,5459,5689,5530,6182,6436,6274,5466,5152,5724,6227,5368,6150,4887,4794,4610,4632,5361,4241,4660,4907,4497,5930,4092,4677,4308,3966,5454,3807,4077,4837,3937,5267,3559,4603,4526,3737,5499,3699,3864,4000,3171,4111,2723,3043,3114,2835,3557,2488,2547,2773,2069,3217,1824,2177,2092,1884,2680,1577,2029,1567,1007,1878,843,1057,1036,798,1505,729,704,775,427,880,374,452,401,330,478,251,229,164,113,581,309663,Meiktila,MMR010028
