Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1049,1157,1145,1295,1246,1107,1162,1177,1156,1246,1190,1096,1148,1132,1098,1083,1077,1147,1227,1081,1148,1053,964,946,928,935,862,913,977,862,1034,819,853,795,761,870,702,712,717,626,689,633,764,740,719,809,578,532,544,560,719,463,560,541,567,552,437,361,405,296,380,269,239,249,209,225,149,134,124,95,119,66,105,80,95,89,75,66,66,45,65,26,34,34,35,27,18,12,16,9,15,55135,Kyauktalongyi(ST),MMR014001
 Yes - some difficulty,15,17,12,11,1,1,2,-,4,-,4,2,1,7,1,1,2,2,5,2,5,4,3,2,3,4,3,4,1,3,5,5,4,3,5,3,1,3,6,10,6,5,5,8,5,12,8,13,11,8,16,13,15,11,19,12,19,16,11,18,23,22,14,17,20,33,19,16,20,14,29,13,17,32,24,19,19,24,19,13,20,18,12,18,11,9,7,6,6,2,8,922,Kyauktalongyi(ST),MMR014001
 Yes - a lot of difficulty,16,10,5,2,-,3,1,1,-,2,-,1,1,1,2,3,-,1,1,-,1,2,1,4,2,5,2,1,-,-,2,2,2,-,2,2,-,1,2,2,1,3,3,1,1,-,3,-,1,1,4,2,1,2,-,6,2,4,3,4,3,1,4,3,2,1,5,2,3,3,8,3,3,6,4,9,4,2,4,3,2,3,1,1,-,2,6,2,1,1,3,220,Kyauktalongyi(ST),MMR014001
 Yes - cannot walk at all,4,-,1,3,3,2,1,1,3,1,2,1,2,-,-,2,-,2,-,1,2,-,-,1,3,1,-,-,2,1,1,-,1,-,1,-,1,-,1,1,3,-,-,-,4,-,-,1,-,-,4,3,1,5,1,-,3,2,3,4,5,-,1,3,3,1,1,1,3,-,1,3,1,1,4,5,2,3,1,-,3,1,1,2,2,3,2,4,1,1,2,140,Kyauktalongyi(ST),MMR014001
 Total,1084,1184,1163,1311,1250,1113,1166,1179,1163,1249,1196,1100,1152,1140,1101,1089,1079,1152,1233,1084,1156,1059,968,953,936,945,867,918,980,866,1042,826,860,798,769,875,704,716,726,639,699,641,772,749,729,821,589,546,556,569,743,481,577,559,587,570,461,383,422,322,411,292,258,272,234,260,174,153,150,112,157,85,126,119,127,122,100,95,90,61,90,48,48,55,48,41,33,24,24,13,28,56417,Kyauktalongyi(ST),MMR014001
