Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,975,901,1009,1128,1061,1098,1098,1025,1027,787,1038,686,839,932,853,995,2141,906,1149,822,1488,633,704,700,659,1116,633,549,712,464,1435,412,521,424,416,962,489,405,508,337,1094,259,403,362,303,709,326,291,338,230,864,214,235,227,190,301,193,152,142,92,508,73,84,87,84,175,56,56,56,27,182,31,34,30,37,54,21,10,24,6,52,8,6,13,5,7,6,8,5,3,22,42732,Ponparkyin(ST),MMR016008
 Yes - some difficulty,-,1,7,4,6,3,5,7,7,1,4,-,4,3,3,4,8,5,7,4,8,2,2,4,5,8,4,3,3,1,16,7,8,3,5,8,3,10,3,5,19,5,7,7,11,25,10,7,4,5,27,13,16,12,10,35,20,13,11,12,56,14,7,10,8,20,7,13,9,6,46,3,9,9,8,10,4,2,4,-,19,2,-,1,4,3,1,1,1,1,7,745,Ponparkyin(ST),MMR016008
 Yes - a lot of difficulty,1,-,1,2,1,2,2,4,6,2,2,2,-,2,1,2,1,3,3,2,4,1,-,1,-,1,1,-,1,1,3,2,2,2,1,4,3,3,2,1,8,3,3,3,-,7,1,2,2,1,12,1,3,2,8,3,2,1,1,2,14,3,1,3,-,9,2,6,4,1,15,2,2,-,1,4,4,2,1,2,11,1,-,-,-,4,-,-,-,-,5,234,Ponparkyin(ST),MMR016008
 Yes - cannot walk at all,-,-,1,1,1,-,2,1,2,2,4,1,1,2,1,-,2,1,-,1,1,1,1,-,1,2,-,1,1,-,2,2,1,2,1,1,2,1,1,-,3,-,1,-,-,3,-,-,1,-,5,-,1,2,-,2,-,1,-,-,7,-,3,1,1,4,1,-,-,-,6,-,2,2,-,1,1,-,1,-,4,-,-,2,-,2,-,-,-,1,6,108,Ponparkyin(ST),MMR016008
 Total,976,902,1018,1135,1069,1103,1107,1037,1042,792,1048,689,844,939,858,1001,2152,915,1159,829,1501,637,707,705,665,1127,638,553,717,466,1456,423,532,431,423,975,497,419,514,343,1124,267,414,372,314,744,337,300,345,236,908,228,255,243,208,341,215,167,154,106,585,90,95,101,93,208,66,75,69,34,249,36,47,41,46,69,30,14,30,8,86,11,6,16,9,16,7,9,6,5,40,43819,Ponparkyin(ST),MMR016008
