Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2042,2017,2122,2454,2465,2357,2697,2940,2669,2685,2915,2719,3001,3074,2912,2574,2291,2469,2571,1989,2619,1890,2054,1964,1755,2442,1612,2031,2135,1954,2526,1845,1943,1895,1591,2320,1596,2003,1860,1830,2154,1516,1945,1803,1449,2135,1467,1698,1591,1268,1839,1324,1381,1280,1094,1431,953,1132,1073,872,1171,750,793,733,631,899,528,708,496,337,680,277,356,328,292,504,190,249,231,134,274,124,125,99,67,110,46,60,38,25,84,131572,Kani,MMR005017
 Yes - some difficulty,60,32,27,22,5,4,6,6,6,4,8,6,5,8,4,6,3,8,5,6,10,5,6,9,3,14,4,10,8,5,16,12,8,8,10,10,4,15,10,5,21,10,16,13,12,22,13,13,25,17,33,21,33,31,26,34,25,30,38,36,45,24,37,38,26,61,28,48,31,27,73,30,54,39,29,85,37,39,43,36,60,27,30,41,26,38,10,25,15,13,38,2025,Kani,MMR005017
 Yes - a lot of difficulty,70,20,4,4,5,3,3,4,3,6,2,3,3,3,1,3,1,-,4,1,-,3,1,4,4,3,1,4,3,5,2,5,3,5,3,8,4,5,2,3,13,1,3,6,5,1,3,4,3,4,10,8,7,4,-,9,5,8,9,8,12,10,3,10,6,13,12,9,7,4,14,5,9,8,11,17,7,12,8,12,15,7,9,5,11,23,8,6,5,7,38,645,Kani,MMR005017
 Yes - cannot walk at all,28,3,2,2,3,5,-,-,5,1,1,3,1,1,2,3,2,1,-,3,2,-,2,1,2,4,2,1,1,2,2,2,3,-,-,2,1,2,2,1,1,-,3,3,-,1,-,3,2,2,4,2,2,3,1,5,3,3,1,2,2,1,4,2,3,10,3,4,1,3,8,7,8,2,2,13,7,7,9,6,5,4,9,1,4,10,1,5,4,3,12,299,Kani,MMR005017
 Total,2200,2072,2155,2482,2478,2369,2706,2950,2683,2696,2926,2731,3010,3086,2919,2586,2297,2478,2580,1999,2631,1898,2063,1978,1764,2463,1619,2046,2147,1966,2546,1864,1957,1908,1604,2340,1605,2025,1874,1839,2189,1527,1967,1825,1466,2159,1483,1718,1621,1291,1886,1355,1423,1318,1121,1479,986,1173,1121,918,1230,785,837,783,666,983,571,769,535,371,775,319,427,377,334,619,241,307,291,188,354,162,173,146,108,181,65,96,62,48,172,134541,Kani,MMR005017
