Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3695,3847,4022,4358,4374,4419,4530,4632,4467,4563,4739,4607,4990,5235,5023,4870,4314,4243,4275,3780,4474,3867,3768,3719,3457,4119,3480,3768,3949,3576,4267,3382,3529,3662,3064,3860,3066,3018,3210,2982,3320,2355,3495,2881,2628,3215,2652,2374,2686,2239,2642,1985,2082,2112,1903,2196,1724,1531,1628,1359,1729,1043,1138,1112,913,1142,731,780,649,453,642,392,468,429,378,574,330,260,299,164,232,155,148,162,118,140,74,65,55,27,151,223160,Twantay,MMR013027
 Yes - some difficulty,33,15,12,10,11,6,14,9,8,8,19,7,16,15,9,9,4,9,12,10,9,6,12,12,9,9,12,10,7,10,15,7,8,8,10,21,15,7,22,15,24,14,26,21,19,24,25,28,39,35,41,36,34,36,32,58,43,53,62,30,70,55,57,56,46,74,35,48,39,23,64,35,49,46,39,88,75,45,41,31,57,40,33,37,38,35,31,19,14,11,67,2538,Twantay,MMR013027
 Yes - a lot of difficulty,24,10,4,5,7,3,8,4,8,3,5,2,3,1,3,8,3,3,5,4,6,2,2,2,5,4,2,4,3,2,5,3,7,9,5,2,4,3,1,3,4,1,11,4,10,10,11,7,9,8,6,5,9,10,11,13,10,4,9,12,16,11,7,11,15,19,6,10,3,6,12,8,16,14,13,25,11,5,11,4,14,10,8,21,6,14,5,6,4,2,26,690,Twantay,MMR013027
 Yes - cannot walk at all,5,2,3,3,5,3,7,4,6,2,7,5,5,2,5,5,1,2,4,1,9,2,1,3,2,1,3,3,1,2,2,4,2,2,2,4,-,2,2,5,4,5,3,5,4,6,6,3,2,2,7,3,4,4,3,6,5,5,3,5,6,2,6,7,8,11,4,6,6,7,6,7,5,7,7,13,11,8,8,7,8,12,12,5,8,12,6,-,5,3,21,448,Twantay,MMR013027
 Total,3757,3874,4041,4376,4397,4431,4559,4649,4489,4576,4770,4621,5014,5253,5040,4892,4322,4257,4296,3795,4498,3877,3783,3736,3473,4133,3497,3785,3960,3590,4289,3396,3546,3681,3081,3887,3085,3030,3235,3005,3352,2375,3535,2911,2661,3255,2694,2412,2736,2284,2696,2029,2129,2162,1949,2273,1782,1593,1702,1406,1821,1111,1208,1186,982,1246,776,844,697,489,724,442,538,496,437,700,427,318,359,206,311,217,201,225,170,201,116,90,78,43,265,226836,Twantay,MMR013027
