Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2553,2360,2759,3568,3628,4060,3973,4271,4098,4066,4448,3925,5010,5114,3919,3881,3294,2942,4149,2695,3285,2163,2480,2650,2484,3491,2293,2360,2854,2056,3150,1844,2193,2136,1621,2752,1637,1721,2162,1297,2247,1237,2276,1750,1562,2573,1598,1384,1973,1152,2247,1294,1594,1717,1336,2045,1400,1059,1233,694,1489,608,805,746,645,1149,504,582,471,263,711,190,293,306,240,470,234,176,241,81,275,66,106,100,69,102,55,36,25,19,95,164865,Minbya,MMR012005
 Yes - some difficulty,45,43,14,12,8,3,8,9,3,3,10,5,6,9,6,2,10,9,8,6,10,7,15,8,10,20,3,6,5,7,16,3,11,7,5,17,3,11,15,6,15,12,13,8,16,26,13,22,32,15,42,23,37,43,37,48,46,43,56,44,129,37,73,66,71,127,76,76,68,40,181,54,89,77,57,131,83,61,91,29,112,43,56,49,40,51,17,17,18,14,57,3085,Minbya,MMR012005
 Yes - a lot of difficulty,34,7,2,4,5,1,2,1,2,7,7,3,4,9,3,6,6,2,7,5,8,5,12,10,10,8,2,5,2,-,4,4,7,5,4,6,2,1,5,2,8,3,3,2,3,10,3,4,7,4,8,4,8,13,7,11,18,6,8,7,15,6,8,9,14,22,5,13,6,6,32,7,9,15,9,29,9,13,21,9,46,10,23,16,9,26,12,7,13,6,30,811,Minbya,MMR012005
 Yes - cannot walk at all,28,3,4,4,6,2,3,6,6,1,3,6,4,2,4,5,4,2,5,1,8,3,7,5,6,8,4,4,5,5,5,2,1,1,1,3,-,2,1,3,1,1,2,1,1,4,2,3,5,4,3,3,4,1,5,7,5,4,3,2,4,3,2,4,1,10,3,3,6,1,11,4,10,8,3,14,9,6,11,2,31,5,11,7,3,12,4,5,2,-,18,447,Minbya,MMR012005
 Total,2660,2413,2779,3588,3647,4066,3986,4287,4109,4077,4468,3939,5024,5134,3932,3894,3314,2955,4169,2707,3311,2178,2514,2673,2510,3527,2302,2375,2866,2068,3175,1853,2212,2149,1631,2778,1642,1735,2183,1308,2271,1253,2294,1761,1582,2613,1616,1413,2017,1175,2300,1324,1643,1774,1385,2111,1469,1112,1300,747,1637,654,888,825,731,1308,588,674,551,310,935,255,401,406,309,644,335,256,364,121,464,124,196,172,121,191,88,65,58,39,200,169208,Minbya,MMR012005
