Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1753,1825,1977,2100,2347,2137,2298,2168,2034,2144,2150,1993,2048,2150,1959,2011,1657,1626,1797,1622,1964,1519,1634,1625,1475,2010,1489,1704,1932,1678,2290,1736,1884,1829,1559,2066,1497,1541,1906,1434,2015,1396,1861,1580,1407,1969,1457,1311,1585,1231,1762,1136,1360,1446,1023,1399,1056,914,929,726,1010,566,661,578,482,660,388,422,331,213,384,184,275,270,217,452,206,150,215,105,204,94,105,91,93,90,50,41,40,27,64,110799,Hainggyikyun(ST),MMR017004
 Yes - some difficulty,14,9,7,10,8,5,5,10,9,9,3,6,7,9,9,7,9,13,11,9,12,9,7,7,9,9,9,9,18,11,17,19,15,20,22,33,14,23,25,19,45,22,42,46,29,49,35,48,49,49,80,44,57,73,47,66,53,52,66,60,62,54,48,57,46,62,46,51,51,30,61,36,51,60,51,98,47,37,47,29,67,29,44,42,27,34,24,14,8,12,37,2850,Hainggyikyun(ST),MMR017004
 Yes - a lot of difficulty,3,3,3,3,2,3,8,6,2,4,5,4,1,2,2,-,4,-,1,2,-,3,2,1,1,4,2,3,-,3,9,2,4,5,1,3,1,5,6,2,6,1,6,3,-,7,5,-,3,6,9,5,9,11,7,11,9,6,15,9,7,8,6,7,9,13,7,5,7,5,16,5,14,10,17,16,7,9,10,8,19,7,8,6,16,11,13,5,9,6,28,557,Hainggyikyun(ST),MMR017004
 Yes - cannot walk at all,2,3,8,3,4,1,3,3,1,3,3,4,2,-,1,2,-,1,5,2,2,-,-,3,-,1,3,1,2,1,1,-,-,2,2,1,3,-,1,1,1,1,4,-,6,1,2,2,1,4,1,4,7,1,4,2,3,3,4,2,5,1,4,5,1,8,4,5,2,1,6,4,2,7,9,18,8,4,8,5,12,4,6,5,4,9,7,7,3,3,8,303,Hainggyikyun(ST),MMR017004
 Total,1772,1840,1995,2116,2361,2146,2314,2187,2046,2160,2161,2007,2058,2161,1971,2020,1670,1640,1814,1635,1978,1531,1643,1636,1485,2024,1503,1717,1952,1693,2317,1757,1903,1856,1584,2103,1515,1569,1938,1456,2067,1420,1913,1629,1442,2026,1499,1361,1638,1290,1852,1189,1433,1531,1081,1478,1121,975,1014,797,1084,629,719,647,538,743,445,483,391,249,467,229,342,347,294,584,268,200,280,147,302,134,163,144,140,144,94,67,60,48,137,114509,Hainggyikyun(ST),MMR017004
