Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,7491,8121,8348,9090,9466,8603,9337,9391,9163,9427,9791,9584,10795,11280,10737,9669,9462,9173,10351,8616,10250,8180,8706,8408,7804,8749,7610,7812,8143,7270,8723,6773,7222,7084,6462,7838,6071,6262,7396,6146,7330,5065,7209,6606,5483,7545,5779,5613,6034,4851,6036,4480,4922,5146,4298,5015,4123,3611,3762,3087,3921,2380,2740,2714,2228,2914,1899,2371,1717,1201,1854,993,1091,1212,978,1666,925,692,855,435,625,404,417,397,281,363,234,143,117,86,338,484990,Bago,MMR007001
 Yes - some difficulty,37,24,24,11,18,23,17,23,13,15,21,14,21,26,26,19,16,24,11,8,23,13,18,18,16,20,11,29,22,17,27,21,24,25,28,31,32,21,28,25,33,25,45,40,31,44,37,50,43,42,61,61,51,69,70,88,75,70,79,72,97,64,81,76,78,121,98,95,89,66,111,63,77,98,89,153,103,77,112,72,115,59,74,88,73,80,63,47,37,21,122,4525,Bago,MMR007001
 Yes - a lot of difficulty,15,7,3,9,4,7,11,8,9,10,12,9,10,10,1,6,4,6,15,3,10,8,7,6,2,5,6,5,9,8,9,4,3,6,5,11,8,9,5,3,10,9,5,11,15,13,20,7,15,4,17,15,14,19,20,18,19,13,18,16,25,10,13,22,21,28,18,23,23,12,24,13,21,13,22,41,23,18,20,10,19,14,18,17,16,20,18,7,11,6,58,1170,Bago,MMR007001
 Yes - cannot walk at all,23,14,11,15,8,9,15,11,13,3,8,6,8,9,11,6,6,5,6,5,3,4,3,4,5,1,3,5,2,4,2,1,9,3,4,3,3,3,5,1,3,3,6,2,7,8,6,6,7,6,8,6,7,10,4,7,10,9,9,5,10,6,5,17,13,7,6,9,12,9,16,4,19,11,13,16,9,13,12,10,14,7,8,13,12,13,18,9,3,5,41,749,Bago,MMR007001
 Total,7566,8166,8386,9125,9496,8642,9380,9433,9198,9455,9832,9613,10834,11325,10775,9700,9488,9208,10383,8632,10286,8205,8734,8436,7827,8775,7630,7851,8176,7299,8761,6799,7258,7118,6499,7883,6114,6295,7434,6175,7376,5102,7265,6659,5536,7610,5842,5676,6099,4903,6122,4562,4994,5244,4392,5128,4227,3703,3868,3180,4053,2460,2839,2829,2340,3070,2021,2498,1841,1288,2005,1073,1208,1334,1102,1876,1060,800,999,527,773,484,517,515,382,476,333,206,168,118,559,491434,Bago,MMR007001
