Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4025,4057,4158,4492,4437,4731,4745,4659,4305,4652,4818,4675,4996,5135,4515,4487,3811,3818,3819,3275,3980,3133,3640,3262,3023,3888,3132,3383,3679,3354,4076,3361,3438,3617,2909,4010,3004,2939,3372,3108,3360,2510,3247,2881,2570,3394,2770,2554,2897,2489,3164,2524,2563,2946,2317,2849,2168,1976,1973,1805,2281,1466,1366,1391,1109,1274,852,872,569,421,803,433,592,589,497,903,424,379,486,276,439,240,223,219,151,213,115,74,52,46,150,227780,Kyonpyaw,MMR017005
 Yes - some difficulty,24,36,29,25,12,13,12,12,13,21,13,10,11,18,16,15,15,9,21,14,16,12,19,10,11,21,20,20,24,23,33,20,18,21,15,23,24,38,28,29,39,42,54,38,49,87,51,68,60,77,94,82,98,117,109,139,128,109,121,135,172,101,112,123,115,141,100,101,74,64,160,91,126,106,112,201,131,116,143,99,151,95,80,95,66,97,47,35,39,20,82,5656,Kyonpyaw,MMR017005
 Yes - a lot of difficulty,57,18,7,7,12,10,3,3,12,14,7,6,9,7,9,7,9,9,7,8,6,6,5,8,3,11,7,6,4,7,6,10,9,6,8,10,7,7,3,7,9,5,9,12,6,15,13,10,18,6,21,14,15,19,20,30,33,18,21,23,28,22,25,29,19,26,30,23,12,12,28,30,25,39,25,50,36,26,44,28,38,28,32,36,29,36,23,22,19,16,52,1562,Kyonpyaw,MMR017005
 Yes - cannot walk at all,15,6,3,6,7,14,10,4,7,7,4,8,8,6,3,3,5,3,5,2,5,1,4,6,2,5,2,4,-,5,2,4,2,4,-,6,1,2,4,5,4,4,8,9,1,3,3,4,5,6,8,3,11,11,7,7,11,8,4,10,15,6,8,12,10,8,6,11,11,1,15,9,8,9,14,27,15,12,20,14,29,8,15,21,16,19,14,10,10,6,33,729,Kyonpyaw,MMR017005
 Total,4121,4117,4197,4530,4468,4768,4770,4678,4337,4694,4842,4699,5024,5166,4543,4512,3840,3839,3852,3299,4007,3152,3668,3286,3039,3925,3161,3413,3707,3389,4117,3395,3467,3648,2932,4049,3036,2986,3407,3149,3412,2561,3318,2940,2626,3499,2837,2636,2980,2578,3287,2623,2687,3093,2453,3025,2340,2111,2119,1973,2496,1595,1511,1555,1253,1449,988,1007,666,498,1006,563,751,743,648,1181,606,533,693,417,657,371,350,371,262,365,199,141,120,88,317,235727,Kyonpyaw,MMR017005
