Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,450,512,558,619,630,591,589,521,564,470,579,326,465,423,323,478,285,276,433,272,597,213,171,265,210,443,186,229,222,150,514,171,174,174,152,398,166,158,200,162,434,147,154,173,162,317,132,105,110,121,323,103,97,112,94,110,59,49,48,38,146,25,18,37,24,51,26,16,15,8,46,13,11,10,7,23,6,7,4,6,22,2,6,2,3,4,1,-,-,2,8,17756,Minekoke(ST),MMR016006
 Yes - some difficulty,-,1,-,-,-,-,-,1,1,1,2,-,-,-,-,1,-,-,1,-,2,1,-,-,1,-,1,-,-,1,8,1,1,1,-,5,1,1,2,1,11,1,3,3,1,10,-,2,2,2,34,3,10,9,3,17,6,1,3,4,29,4,8,6,5,10,5,3,5,6,17,2,3,2,4,4,-,-,2,-,8,-,1,-,-,1,-,-,-,-,1,286,Minekoke(ST),MMR016006
 Yes - a lot of difficulty,1,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,1,-,1,-,-,-,1,-,-,2,-,-,-,-,4,1,1,1,1,2,2,-,-,1,4,-,1,-,-,1,-,-,-,-,2,-,1,-,1,-,-,-,-,-,3,41,Minekoke(ST),MMR016006
 Yes - cannot walk at all,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,13,Minekoke(ST),MMR016006
 Total,452,513,558,620,630,591,589,522,565,471,584,326,466,423,323,479,286,276,435,272,600,214,171,265,211,444,187,229,222,152,523,172,175,175,152,403,167,159,203,163,445,148,158,176,163,327,133,108,113,123,357,106,108,122,97,130,65,50,52,42,179,30,27,44,30,64,33,19,20,15,68,15,15,12,11,28,6,7,6,7,32,2,8,2,4,5,1,-,-,2,13,18096,Minekoke(ST),MMR016006
