Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3026,3040,3029,3238,3336,3167,3276,3451,3335,3120,3372,3392,3546,3666,3769,3213,3124,3322,3505,3205,3721,3018,3171,3008,2935,3246,2796,2942,3264,2848,3506,2580,2966,2711,2484,2805,2502,2345,2715,2382,2778,1822,2623,2243,2105,2387,1879,1804,2058,1542,1932,1367,1610,1555,1462,1538,1348,1061,1199,903,1266,756,834,744,719,888,547,581,468,278,425,222,287,274,247,385,230,148,202,95,175,103,106,100,95,113,57,60,30,35,122,169885,Dala,MMR013030
 Yes - some difficulty,34,13,7,11,7,8,4,7,8,6,10,6,10,2,4,4,4,4,6,7,9,8,5,7,5,5,6,10,12,8,15,6,12,6,10,16,17,18,19,14,21,15,28,26,20,15,26,26,37,27,33,28,37,36,35,60,46,40,32,40,68,39,41,41,49,69,31,50,35,20,60,36,27,28,30,52,32,29,30,16,27,19,29,25,17,36,21,14,18,8,34,2029,Dala,MMR013030
 Yes - a lot of difficulty,1,3,2,3,5,3,3,3,5,4,2,3,5,5,7,7,2,4,6,3,5,3,2,-,3,1,2,1,6,4,-,6,6,4,5,4,4,6,8,1,3,11,5,5,6,9,7,6,7,8,10,6,8,11,10,15,10,7,12,7,10,7,10,15,12,10,10,17,9,4,9,3,6,6,6,15,9,6,12,3,9,8,11,13,6,6,7,2,3,3,23,580,Dala,MMR013030
 Yes - cannot walk at all,-,5,6,2,4,5,3,5,7,4,1,2,3,6,4,1,4,4,1,3,3,-,2,2,2,2,1,3,5,1,3,-,3,3,-,1,-,1,-,4,5,-,6,3,4,8,3,3,4,5,4,6,1,10,4,6,4,3,6,1,8,5,7,4,8,14,6,8,5,2,7,4,1,4,5,4,3,4,3,2,7,-,9,5,2,8,7,6,7,1,15,363,Dala,MMR013030
 Total,3061,3061,3044,3254,3352,3183,3286,3466,3355,3134,3385,3403,3564,3679,3784,3225,3134,3334,3518,3218,3738,3029,3180,3017,2945,3254,2805,2956,3287,2861,3524,2592,2987,2724,2499,2826,2523,2370,2742,2401,2807,1848,2662,2277,2135,2419,1915,1839,2106,1582,1979,1407,1656,1612,1511,1619,1408,1111,1249,951,1352,807,892,804,788,981,594,656,517,304,501,265,321,312,288,456,274,187,247,116,218,130,155,143,120,163,92,82,58,47,194,172857,Dala,MMR013030
