Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,365,398,384,428,507,417,467,516,559,581,517,515,526,538,490,468,508,442,410,388,457,365,371,378,431,428,428,450,504,474,533,469,520,497,402,591,480,484,506,441,581,500,548,583,496,581,504,471,493,463,514,398,475,467,427,438,354,354,312,293,335,243,271,295,266,252,219,203,159,154,153,116,142,112,114,155,95,92,84,66,59,53,33,33,43,35,22,10,11,6,22,31738,Kyaukhtu(ST),MMR009025
 Yes - some difficulty,1,3,2,5,4,1,1,2,2,3,2,1,2,2,1,1,-,-,1,4,2,1,1,-,2,2,2,1,1,3,2,3,4,3,5,4,8,6,4,5,5,6,7,10,5,11,8,7,6,10,16,11,19,9,21,13,17,15,20,16,17,14,18,14,13,17,19,22,18,14,15,14,33,28,21,20,23,19,24,12,20,14,12,12,17,10,8,8,6,6,14,831,Kyaukhtu(ST),MMR009025
 Yes - a lot of difficulty,11,3,-,-,1,-,1,-,-,1,-,1,-,-,1,-,-,2,1,-,-,-,2,1,2,-,1,1,1,1,1,1,-,1,-,-,3,-,2,-,2,4,2,-,1,2,1,-,-,2,3,-,3,4,3,2,3,1,4,2,3,2,2,6,3,8,2,5,2,3,5,4,3,3,7,8,4,7,6,2,5,2,2,5,3,4,2,2,3,3,6,200,Kyaukhtu(ST),MMR009025
 Yes - cannot walk at all,3,-,-,-,-,-,1,-,2,2,1,1,-,-,-,1,-,2,-,-,1,-,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,2,2,1,-,-,1,2,-,-,1,1,-,1,1,-,-,2,1,2,2,3,3,1,4,-,1,-,-,4,2,1,-,-,6,4,2,5,1,2,2,1,3,1,-,2,2,8,96,Kyaukhtu(ST),MMR009025
 Total,380,404,386,433,512,418,470,518,563,587,520,518,528,540,492,470,508,446,412,392,460,366,374,379,435,431,431,453,507,478,536,473,525,501,407,595,491,491,512,446,588,510,557,593,504,596,514,478,499,476,535,409,497,481,452,453,375,371,336,311,357,260,293,317,285,280,241,234,179,172,173,134,182,145,143,183,122,124,118,82,89,70,49,52,64,52,33,20,22,17,50,32865,Kyaukhtu(ST),MMR009025
