Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1582,1471,1565,1677,1680,1629,1645,1685,1650,1385,1676,1377,1664,1577,1479,1480,1356,1352,1461,1151,1424,1011,1117,1125,995,1368,939,961,1203,843,1591,806,1018,960,794,1283,903,862,1057,719,1331,690,934,852,745,1086,660,610,756,493,1028,511,632,623,600,700,623,493,571,396,769,313,314,362,291,439,250,248,174,100,264,90,120,128,112,196,82,71,94,57,150,36,48,46,51,50,28,27,32,10,63,70870,Namsan(North),MMR015016
 Yes - some difficulty,3,3,2,1,4,4,5,5,5,5,2,1,8,1,3,5,3,4,5,4,7,4,10,4,6,5,7,6,12,3,14,6,11,4,5,8,6,4,9,9,14,6,9,5,13,16,9,8,10,11,28,7,12,12,12,10,15,8,20,16,29,14,20,19,21,23,13,29,20,7,34,13,20,20,21,35,23,14,21,8,28,9,11,11,15,20,5,6,5,2,26,996,Namsan(North),MMR015016
 Yes - a lot of difficulty,3,1,3,3,2,-,-,1,1,3,2,2,1,1,2,-,2,2,2,4,2,1,1,-,1,-,4,2,2,-,5,2,1,5,-,6,-,1,1,1,2,1,1,1,1,5,2,1,-,1,2,-,-,4,3,4,3,-,2,3,5,2,6,1,8,2,-,4,3,1,3,4,4,2,-,6,2,2,4,5,10,2,1,3,1,6,1,1,1,2,11,209,Namsan(North),MMR015016
 Yes - cannot walk at all,-,2,2,2,1,3,-,1,1,2,3,4,1,1,-,-,2,1,4,2,-,2,1,1,1,2,4,2,-,1,3,1,1,-,1,2,2,-,1,-,2,-,1,-,1,-,2,-,1,1,2,2,-,1,2,3,3,1,1,1,6,1,2,1,1,5,1,-,2,3,-,-,1,2,4,4,3,-,2,-,2,1,-,1,-,1,-,-,-,1,4,129,Namsan(North),MMR015016
 Total,1588,1477,1572,1683,1687,1636,1650,1692,1657,1395,1683,1384,1674,1580,1484,1485,1363,1359,1472,1161,1433,1018,1129,1130,1003,1375,954,971,1217,847,1613,815,1031,969,800,1299,911,867,1068,729,1349,697,945,858,760,1107,673,619,767,506,1060,520,644,640,617,717,644,502,594,416,809,330,342,383,321,469,264,281,199,111,301,107,145,152,137,241,110,87,121,70,190,48,60,61,67,77,34,34,38,15,104,72204,Namsan(North),MMR015016
