Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1498,1477,1503,1621,1796,1688,1730,1811,1598,1728,1831,1806,1994,2047,1933,1817,1647,1889,2057,1731,1994,1757,1845,1858,1598,2030,1648,1754,1880,1630,2117,1688,1738,1809,1613,2089,1640,1777,1935,1710,1905,1331,1943,1716,1454,1794,1536,1582,1713,1366,1736,1381,1446,1624,1311,1647,1357,1256,1321,1037,1473,1059,961,916,716,912,602,648,415,282,433,273,375,386,309,524,275,267,340,189,341,200,183,180,138,144,104,57,41,33,125,114669,Gyobingauk,MMR008014
 Yes - some difficulty,20,16,1,1,1,3,4,2,4,3,4,4,2,3,8,7,3,5,5,3,7,4,8,10,5,10,6,6,2,1,6,8,8,5,12,11,8,9,9,9,7,10,20,8,10,14,14,17,20,20,25,21,20,33,23,44,32,41,27,31,50,28,51,32,40,67,42,42,42,20,48,29,55,53,51,103,62,52,52,38,86,48,50,52,45,50,29,15,12,14,58,2096,Gyobingauk,MMR008014
 Yes - a lot of difficulty,18,4,1,4,3,8,1,1,2,6,-,3,1,2,1,5,1,-,3,2,-,1,5,1,1,1,1,1,1,2,-,3,3,1,1,3,1,3,-,5,3,1,3,2,1,2,1,1,4,3,7,6,4,2,3,5,5,1,4,4,3,9,3,6,4,11,4,7,9,3,4,7,10,9,7,14,10,9,12,15,14,9,14,10,5,9,12,6,9,3,20,429,Gyobingauk,MMR008014
 Yes - cannot walk at all,3,1,1,4,2,4,2,1,1,4,3,-,2,3,2,-,-,1,2,-,2,3,1,-,-,3,-,3,1,1,-,-,2,-,1,-,2,2,3,-,1,2,2,1,-,1,-,1,1,-,-,1,-,3,2,2,3,1,3,2,7,3,5,3,4,5,3,1,2,2,4,4,2,3,3,3,4,5,5,3,7,7,3,7,10,8,10,4,3,4,19,239,Gyobingauk,MMR008014
 Total,1539,1498,1506,1630,1802,1703,1737,1815,1605,1741,1838,1813,1999,2055,1944,1829,1651,1895,2067,1736,2003,1765,1859,1869,1604,2044,1655,1764,1884,1634,2123,1699,1751,1815,1627,2103,1651,1791,1947,1724,1916,1344,1968,1727,1465,1811,1551,1601,1738,1389,1768,1409,1470,1662,1339,1698,1397,1299,1355,1074,1533,1099,1020,957,764,995,651,698,468,307,489,313,442,451,370,644,351,333,409,245,448,264,250,249,198,211,155,82,65,54,222,117433,Gyobingauk,MMR008014
