Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2289,2262,2377,2569,2646,2516,2525,2571,2487,2394,2530,2419,2569,2719,2446,2531,2220,2355,2822,2541,3211,2734,2872,2684,2491,3068,2517,2559,2782,2500,3133,2299,2474,2501,2295,2795,2068,2222,2417,1907,2419,1762,2211,2047,1778,2265,1647,1775,1681,1464,1824,1365,1463,1594,1336,1833,1296,1254,1168,937,1345,863,954,1008,814,1031,631,657,516,354,620,346,395,382,280,546,267,233,270,144,221,134,146,147,116,150,74,71,59,31,158,147399,Singaing,MMR010014
 Yes - some difficulty,4,3,3,2,3,3,3,5,5,4,2,2,4,3,3,4,2,5,8,4,8,4,2,1,6,7,8,5,7,7,10,4,4,5,4,6,5,9,12,5,13,5,4,9,10,12,11,8,14,10,9,18,11,11,11,20,17,16,18,25,32,21,23,23,26,36,35,18,17,13,34,14,18,23,14,37,17,22,26,18,35,16,19,19,14,26,12,14,9,7,41,1122,Singaing,MMR010014
 Yes - a lot of difficulty,12,1,1,1,1,4,4,1,2,4,8,2,3,2,1,-,1,-,6,-,1,2,1,-,-,1,-,-,2,2,4,2,2,-,1,1,1,4,-,3,1,1,4,1,1,2,2,3,5,2,3,4,2,5,3,6,4,1,2,5,2,1,3,4,4,3,2,4,-,2,2,1,4,2,1,8,3,2,1,3,5,3,2,5,-,7,4,2,1,2,12,233,Singaing,MMR010014
 Yes - cannot walk at all,-,1,2,1,3,1,1,4,2,3,2,2,-,4,2,2,1,-,2,1,2,1,2,1,-,1,-,-,1,-,1,-,-,2,1,1,-,-,1,-,4,1,1,1,-,1,1,-,1,1,4,3,1,4,-,2,4,3,2,1,3,2,3,4,2,2,3,2,2,1,6,3,4,2,-,7,2,1,3,2,3,4,2,3,2,1,4,-,2,-,6,164,Singaing,MMR010014
 Total,2305,2267,2383,2573,2653,2524,2533,2581,2496,2405,2542,2425,2576,2728,2452,2537,2224,2360,2838,2546,3222,2741,2877,2686,2497,3077,2525,2564,2792,2509,3148,2305,2480,2508,2301,2803,2074,2235,2430,1915,2437,1769,2220,2058,1789,2280,1661,1786,1701,1477,1840,1390,1477,1614,1350,1861,1321,1274,1190,968,1382,887,983,1039,846,1072,671,681,535,370,662,364,421,409,295,598,289,258,300,167,264,157,169,174,132,184,94,87,71,40,217,148918,Singaing,MMR010014
