Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1871,1786,1686,1853,1869,1708,1808,2091,2001,2093,1948,1959,2199,2336,2021,2077,1829,1952,2047,1733,1909,1484,1503,1547,1481,1685,1432,1565,1655,1495,1775,1279,1356,1435,1168,1519,1180,1223,1213,1060,1256,975,1171,1099,918,1222,758,846,811,723,874,617,696,728,656,828,579,552,518,432,524,347,393,399,345,400,285,337,199,140,254,161,144,166,116,157,112,91,106,60,89,41,41,55,38,50,20,25,14,14,47,89260,Shwegu,MMR001011
 Yes - some difficulty,7,10,2,3,3,3,5,7,2,7,5,5,3,4,3,6,3,1,2,-,5,3,4,8,8,12,7,8,17,7,12,12,7,7,8,8,13,13,6,12,11,18,13,17,13,20,12,15,11,15,25,12,12,19,10,30,18,18,17,12,16,12,17,24,20,21,15,16,22,13,27,11,13,16,15,20,7,10,12,4,14,12,16,8,9,10,7,3,4,5,22,997,Shwegu,MMR001011
 Yes - a lot of difficulty,13,6,1,2,-,2,1,1,2,3,7,4,3,3,1,3,2,1,1,1,1,4,2,3,1,3,3,2,-,1,1,1,4,3,1,3,-,1,-,3,3,-,2,3,-,4,1,3,3,3,2,1,2,2,6,5,4,1,2,4,5,6,4,1,7,2,6,8,3,1,4,2,5,2,9,5,3,6,2,3,7,5,3,4,4,2,5,3,2,3,4,271,Shwegu,MMR001011
 Yes - cannot walk at all,16,3,2,1,2,-,2,1,3,-,5,2,-,1,1,-,3,1,1,2,-,-,1,1,3,1,-,1,-,1,2,-,-,-,1,1,1,1,1,1,-,-,1,2,1,-,-,2,1,1,-,2,3,1,1,3,-,-,-,1,2,-,5,3,2,4,5,1,2,4,3,2,3,-,5,2,1,2,6,2,5,2,3,4,2,-,1,1,3,2,5,163,Shwegu,MMR001011
 Total,1907,1805,1691,1859,1874,1713,1816,2100,2008,2103,1965,1970,2205,2344,2026,2086,1837,1955,2051,1736,1915,1491,1510,1559,1493,1701,1442,1576,1672,1504,1790,1292,1367,1445,1178,1531,1194,1238,1220,1076,1270,993,1187,1121,932,1246,771,866,826,742,901,632,713,750,673,866,601,571,537,449,547,365,419,427,374,427,311,362,226,158,288,176,165,184,145,184,123,109,126,69,115,60,63,71,53,62,33,32,23,24,78,90691,Shwegu,MMR001011
