Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2685,2841,2788,3035,3069,2989,2990,3296,3105,3377,3604,3243,3574,3611,3299,3116,2895,3002,3293,2880,3543,2968,3004,2999,2587,3572,2663,3066,3140,2841,3817,2709,2986,3245,2600,3878,2575,3015,3079,2625,3502,2353,3247,2887,2416,3663,2188,2705,2507,2127,3049,1869,2090,2145,1799,2718,1600,1756,1618,1199,1957,1156,1350,1393,1061,1932,899,1383,881,611,1315,502,638,666,450,1118,328,488,545,282,586,289,314,283,171,299,114,129,94,71,267,192614,Wetlet,MMR005006
 Yes - some difficulty,45,41,11,9,4,4,5,8,7,-,10,6,5,10,6,3,7,5,3,10,11,5,7,9,3,10,6,3,7,10,7,13,10,8,9,18,11,9,12,13,24,8,15,18,13,28,25,23,25,23,39,24,33,26,33,57,47,26,43,30,54,38,44,63,47,82,52,67,56,37,98,28,59,47,50,118,42,68,71,49,88,33,62,43,32,52,19,27,13,19,95,2593,Wetlet,MMR005006
 Yes - a lot of difficulty,21,2,3,1,5,2,1,3,4,1,1,3,2,4,3,3,-,2,7,3,2,4,2,1,4,3,3,1,4,2,5,3,5,3,4,4,-,4,6,3,3,1,1,8,3,8,2,3,4,6,9,4,5,10,5,9,3,4,9,3,7,6,7,10,10,20,7,14,8,3,18,9,13,10,12,31,10,17,15,17,27,12,16,12,8,18,8,8,12,5,30,634,Wetlet,MMR005006
 Yes - cannot walk at all,8,1,4,-,6,1,2,3,2,5,3,3,2,3,1,1,-,1,5,2,1,4,-,2,3,5,1,1,1,4,2,1,-,-,1,5,3,3,2,2,3,1,3,-,1,-,4,2,1,2,3,3,2,3,1,5,1,4,4,3,4,6,3,4,2,8,5,4,4,5,14,3,2,8,3,16,5,6,7,10,14,11,14,6,6,5,5,6,6,6,37,375,Wetlet,MMR005006
 Total,2759,2885,2806,3045,3084,2996,2998,3310,3118,3383,3618,3255,3583,3628,3309,3123,2902,3010,3308,2895,3557,2981,3013,3011,2597,3590,2673,3071,3152,2857,3831,2726,3001,3256,2614,3905,2589,3031,3099,2643,3532,2363,3266,2913,2433,3699,2219,2733,2537,2158,3100,1900,2130,2184,1838,2789,1651,1790,1674,1235,2022,1206,1404,1470,1120,2042,963,1468,949,656,1445,542,712,731,515,1283,385,579,638,358,715,345,406,344,217,374,146,170,125,101,429,196216,Wetlet,MMR005006
