Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3687,3694,3654,4039,4031,3708,4011,4008,3826,3713,3958,3717,4318,4647,4631,4469,4258,4684,5225,4398,5555,4487,4757,4694,4234,4986,4089,4346,4569,4087,5110,3607,3963,3967,3308,4354,3086,3361,3596,3000,3726,2629,3301,3206,2542,3742,2551,2726,2783,2170,2902,2126,2287,2275,1972,2645,1870,1788,1709,1344,1941,1222,1325,1314,1118,1486,877,1019,829,515,893,465,571,485,396,801,368,372,413,243,394,227,239,241,157,213,124,81,70,59,217,234801,Amarapura,MMR010006
 Yes - some difficulty,31,16,11,6,5,5,4,12,9,7,13,9,6,5,11,12,11,10,4,9,7,10,5,6,9,12,11,6,10,7,16,8,19,13,8,16,8,15,16,14,18,20,26,21,15,24,30,27,27,28,40,20,26,34,19,45,38,37,42,27,57,35,31,40,42,51,34,41,26,18,54,29,23,33,42,64,12,28,52,22,43,33,34,45,23,33,18,27,24,13,59,2062,Amarapura,MMR010006
 Yes - a lot of difficulty,41,4,2,1,2,1,3,2,2,5,6,1,1,-,1,1,1,-,3,3,-,1,2,4,1,3,3,2,2,-,5,3,1,-,1,6,4,2,4,1,5,3,2,2,2,9,3,8,3,4,10,3,5,4,4,9,7,5,4,2,5,4,4,8,9,14,8,8,8,6,3,5,5,7,3,15,6,12,11,7,6,3,6,6,2,7,6,7,5,2,24,441,Amarapura,MMR010006
 Yes - cannot walk at all,8,4,2,1,4,5,4,3,5,5,2,7,1,3,-,3,2,1,4,2,-,2,2,1,-,3,2,1,-,2,3,-,3,2,2,1,2,1,2,2,3,1,2,4,1,2,3,5,3,2,3,3,1,3,-,3,6,2,6,2,5,5,2,2,4,10,6,4,7,4,10,7,6,3,4,5,5,2,6,2,7,5,6,4,4,6,6,7,4,3,11,314,Amarapura,MMR010006
 Total,3767,3718,3669,4047,4042,3719,4022,4025,3842,3730,3979,3734,4326,4655,4643,4485,4272,4695,5236,4412,5562,4500,4766,4705,4244,5004,4105,4355,4581,4096,5134,3618,3986,3982,3319,4377,3100,3379,3618,3017,3752,2653,3331,3233,2560,3777,2587,2766,2816,2204,2955,2152,2319,2316,1995,2702,1921,1832,1761,1375,2008,1266,1362,1364,1173,1561,925,1072,870,543,960,506,605,528,445,885,391,414,482,274,450,268,285,296,186,259,154,122,103,77,311,237618,Amarapura,MMR010006
