Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,4356,4610,4822,4995,5447,5169,5350,5311,5037,5250,5517,5368,5726,5854,5860,5283,4779,4703,5204,4458,5261,4328,4623,4330,4211,4917,4016,4213,4870,4092,5081,4003,4124,4286,3591,4794,3433,3498,4055,3575,4169,2771,3951,3740,3486,4115,3122,3036,3563,2839,3615,2585,2794,3021,2577,3163,2568,2309,2457,1821,2478,1430,1572,1679,1439,1645,1128,1156,779,557,945,567,662,712,656,1025,629,453,550,299,517,281,297,296,204,263,156,123,101,73,296,273070,Taikkyi,MMR013005
 Yes - some difficulty,51,62,48,24,18,17,12,17,8,8,11,11,10,10,9,8,8,9,6,2,10,6,14,7,6,8,4,11,11,12,13,7,20,13,10,20,13,13,23,18,22,13,12,17,18,34,29,25,34,33,39,25,46,36,29,68,41,46,51,42,70,37,48,59,51,74,45,58,37,30,65,36,64,66,68,131,49,71,84,35,81,52,49,57,46,54,36,22,18,13,103,2957,Taikkyi,MMR013005
 Yes - a lot of difficulty,32,10,2,3,7,3,6,9,2,6,6,7,4,4,6,4,2,4,7,3,5,3,1,3,3,3,3,1,5,3,8,2,2,7,3,5,2,5,5,4,3,1,3,6,6,8,3,2,4,5,14,6,10,11,5,14,12,10,12,8,17,3,5,8,10,14,9,11,9,4,17,6,9,18,7,24,16,12,11,10,24,11,15,18,16,20,9,11,6,3,45,741,Taikkyi,MMR013005
 Yes - cannot walk at all,36,7,4,4,6,8,10,11,7,6,6,5,6,7,8,3,4,3,5,1,2,1,2,-,6,4,3,3,1,2,3,2,-,4,5,-,3,2,3,1,1,7,2,3,1,3,2,3,1,1,4,2,6,5,4,3,7,2,6,1,5,5,5,6,5,7,5,1,4,3,12,4,10,5,7,14,4,8,15,8,12,8,9,10,10,13,7,7,8,2,23,500,Taikkyi,MMR013005
 Total,4475,4689,4876,5026,5478,5197,5378,5348,5054,5270,5540,5391,5746,5875,5883,5298,4793,4719,5222,4464,5278,4338,4640,4340,4226,4932,4026,4228,4887,4109,5105,4014,4146,4310,3609,4819,3451,3518,4086,3598,4195,2792,3968,3766,3511,4160,3156,3066,3602,2878,3672,2618,2856,3073,2615,3248,2628,2367,2526,1872,2570,1475,1630,1752,1505,1740,1187,1226,829,594,1039,613,745,801,738,1194,698,544,660,352,634,352,370,381,276,350,208,163,133,91,467,277268,Taikkyi,MMR013005
