Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1726,1443,1580,1586,1676,1613,1467,1544,1693,1465,1657,1399,1489,1572,1453,1230,1264,1102,1243,920,1260,874,919,1026,976,1117,881,741,936,744,1230,714,778,740,740,921,637,639,717,516,916,447,576,642,700,798,469,453,546,446,811,341,454,394,479,390,376,272,340,220,471,200,204,170,268,264,198,171,155,145,286,55,133,117,123,125,70,57,63,52,114,37,37,38,45,46,11,7,16,14,106,60096,Putao,MMR001014
 Yes - some difficulty,15,16,6,3,5,3,-,5,-,5,4,1,5,1,4,2,4,-,3,3,3,-,5,2,6,3,-,2,4,1,6,7,1,4,3,2,1,2,7,3,7,2,5,1,4,2,3,2,9,2,13,4,9,3,7,7,2,4,7,9,19,2,7,10,11,10,12,6,7,12,30,8,12,8,10,19,17,7,8,8,25,4,9,6,4,6,6,2,5,6,35,580,Putao,MMR001014
 Yes - a lot of difficulty,13,1,1,1,1,2,3,-,1,5,2,1,2,2,3,2,2,4,-,-,1,4,-,1,2,6,2,1,3,1,-,-,1,2,-,4,3,2,-,-,3,2,1,4,3,2,2,1,-,-,6,1,1,3,1,1,1,1,2,1,6,2,1,4,1,1,3,4,4,3,12,1,5,6,6,6,2,2,3,2,13,-,6,2,5,3,1,1,2,1,23,246,Putao,MMR001014
 Yes - cannot walk at all,1,-,1,2,4,1,3,1,4,1,2,-,1,2,-,1,2,1,2,-,2,-,1,1,2,5,3,1,-,2,4,-,3,-,1,-,1,2,-,-,4,3,1,1,2,1,2,1,1,1,3,1,2,1,-,3,-,2,2,-,2,-,1,1,3,1,1,2,2,2,5,1,1,3,1,2,1,-,5,1,4,4,1,1,4,2,1,-,1,1,11,153,Putao,MMR001014
 Total,1755,1460,1588,1592,1686,1619,1473,1550,1698,1476,1665,1401,1497,1577,1460,1235,1272,1107,1248,923,1266,878,925,1030,986,1131,886,745,943,748,1240,721,783,746,744,927,642,645,724,519,930,454,583,648,709,803,476,457,556,449,833,347,466,401,487,401,379,279,351,230,498,204,213,185,283,276,214,183,168,162,333,65,151,134,140,152,90,66,79,63,156,45,53,47,58,57,19,10,24,22,175,61075,Putao,MMR001014
