Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2962,3187,3006,3284,3406,3092,3462,3737,3651,3539,3725,3550,4008,3999,3892,3687,3520,3894,4236,3715,4011,3231,3273,3367,3169,3542,3091,3056,3508,3260,3803,2970,3184,3107,2798,3307,2727,2703,2945,2443,3090,2306,2819,2382,2192,2733,2051,1925,1998,1860,2171,1546,1705,1620,1572,1705,1283,1222,1201,1001,1459,908,974,927,831,908,664,586,473,433,586,301,392,327,350,383,259,199,224,144,238,119,151,131,116,135,73,48,49,36,116,185969,Nyaungshwe,MMR014002
 Yes - some difficulty,11,11,9,-,5,2,6,5,5,9,9,2,4,9,8,5,5,12,7,8,8,8,5,9,7,12,10,6,15,6,18,8,11,8,13,22,14,10,18,19,24,11,28,21,22,28,28,38,21,28,45,38,36,38,44,62,42,43,51,55,68,39,67,57,68,86,62,53,67,36,71,52,50,40,67,80,41,42,40,30,50,37,29,43,34,35,18,16,8,7,32,2487,Nyaungshwe,MMR014002
 Yes - a lot of difficulty,3,3,2,2,1,2,3,5,4,4,3,3,4,4,2,3,-,-,3,3,2,3,1,4,2,1,3,3,5,4,4,3,5,5,4,3,4,5,2,5,6,3,6,3,5,6,5,4,4,7,9,3,10,7,7,6,5,8,11,9,13,9,11,16,15,16,18,11,13,7,13,7,9,6,9,17,12,3,10,6,15,8,11,10,9,8,8,8,5,4,14,567,Nyaungshwe,MMR014002
 Yes - cannot walk at all,4,2,4,5,3,4,7,3,6,6,3,5,5,3,1,1,1,1,4,4,2,3,2,-,6,6,1,4,3,1,2,2,1,4,5,2,1,1,2,2,4,5,1,4,3,1,1,4,2,2,1,3,6,3,4,3,4,6,8,6,6,6,3,3,6,12,3,5,8,2,4,2,7,7,10,11,8,5,8,5,9,7,8,8,4,7,9,4,2,2,10,384,Nyaungshwe,MMR014002
 Total,2980,3203,3021,3291,3415,3100,3478,3750,3666,3558,3740,3560,4021,4015,3903,3696,3526,3907,4250,3730,4023,3245,3281,3380,3184,3561,3105,3069,3531,3271,3827,2983,3201,3124,2820,3334,2746,2719,2967,2469,3124,2325,2854,2410,2222,2768,2085,1971,2025,1897,2226,1590,1757,1668,1627,1776,1334,1279,1271,1071,1546,962,1055,1003,920,1022,747,655,561,478,674,362,458,380,436,491,320,249,282,185,312,171,199,192,163,185,108,76,64,49,172,189407,Nyaungshwe,MMR014002
