Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,918,987,971,1021,1076,1036,1211,1187,1034,1128,1180,1175,1136,1212,1101,1038,1035,1086,1082,972,1103,957,903,951,925,1002,848,997,1006,922,1105,829,933,971,751,973,758,845,774,705,820,684,758,689,625,787,599,675,615,581,708,560,576,541,498,580,463,439,441,375,422,298,284,300,252,316,212,209,150,134,151,121,130,120,104,146,91,101,107,60,71,52,48,44,32,37,18,15,12,6,37,55938,Kalewa,MMR005028
 Yes - some difficulty,12,13,20,7,6,-,3,2,1,1,4,3,1,2,2,1,-,1,-,2,4,-,-,-,-,1,-,-,4,5,3,3,1,2,3,2,3,2,1,1,4,6,2,6,1,2,1,3,4,2,5,3,4,6,3,3,3,3,1,8,9,1,4,9,9,9,7,10,10,6,4,5,6,7,10,9,6,1,11,4,5,2,3,11,8,6,3,3,-,1,1,366,Kalewa,MMR005028
 Yes - a lot of difficulty,6,-,-,1,2,-,1,-,-,2,-,-,-,-,1,-,-,-,-,-,-,2,1,-,1,-,1,1,1,1,-,1,1,-,-,1,-,-,-,-,-,-,1,1,-,1,1,-,1,1,1,-,-,1,-,1,1,1,2,-,1,3,1,-,1,1,-,2,1,1,3,-,2,1,2,5,-,1,4,1,3,2,-,2,5,1,2,3,2,-,5,92,Kalewa,MMR005028
 Yes - cannot walk at all,3,-,-,-,1,-,-,1,2,1,3,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,1,-,-,-,-,1,1,-,-,-,-,1,-,-,-,2,-,-,-,-,2,-,-,1,-,-,-,-,1,-,-,2,1,1,1,-,1,1,-,-,-,1,-,36,Kalewa,MMR005028
 Total,939,1000,991,1029,1085,1036,1215,1190,1037,1132,1187,1178,1137,1214,1105,1039,1036,1087,1082,975,1107,959,904,951,926,1003,849,998,1011,928,1108,834,935,973,754,976,761,848,775,706,825,690,761,696,626,790,602,678,621,584,714,563,580,549,502,584,467,443,444,384,432,302,289,311,262,326,219,221,163,141,158,127,138,128,116,160,98,103,122,67,80,57,52,57,46,45,23,21,14,8,43,56432,Kalewa,MMR005028
