Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2842,3006,3073,3336,3610,3469,3516,3620,3354,3589,3697,3468,3843,3903,3546,3451,2926,3005,3047,2651,3116,2490,2746,2686,2436,3029,2534,2553,2816,2408,3028,2295,2509,2622,2167,2946,2193,2205,2492,2271,2599,1832,2540,2191,2011,2504,2013,1814,1953,1755,2291,1706,1787,1970,1632,1987,1641,1421,1580,1309,1742,1199,1191,1266,1083,1279,827,808,547,368,704,362,463,487,452,752,435,319,383,230,393,243,262,220,180,198,104,71,79,48,159,173884,Letpadan,MMR008008
 Yes - some difficulty,86,33,19,31,14,14,7,7,8,7,7,7,4,7,5,7,9,4,10,4,4,7,7,15,5,9,7,7,8,12,8,6,8,8,10,6,7,11,21,10,16,7,19,13,19,18,11,18,36,18,31,21,36,38,36,52,48,40,37,33,57,35,36,49,44,88,47,52,58,24,73,42,33,54,49,84,49,47,61,40,88,49,52,71,44,72,40,26,15,25,76,2593,Letpadan,MMR008008
 Yes - a lot of difficulty,39,15,10,2,5,2,8,4,3,5,4,3,4,3,10,5,3,6,2,1,3,3,4,3,3,6,3,-,5,4,3,2,2,3,3,6,3,4,6,1,2,3,-,2,5,8,3,1,4,4,6,7,7,10,9,6,4,4,7,9,4,7,4,14,9,9,9,10,3,6,16,4,9,13,14,19,11,6,7,5,22,12,14,12,10,15,5,10,12,7,18,618,Letpadan,MMR008008
 Yes - cannot walk at all,6,2,3,2,7,3,-,4,3,2,3,3,6,3,5,3,4,1,1,1,2,1,3,-,1,2,2,2,3,1,4,3,1,1,2,2,2,2,4,1,4,1,3,1,1,3,1,2,1,-,4,-,1,2,3,5,6,3,1,2,3,5,3,5,4,4,7,5,2,3,7,5,6,2,2,4,7,3,3,7,9,7,7,5,7,6,6,5,5,4,19,312,Letpadan,MMR008008
 Total,2973,3056,3105,3371,3636,3488,3531,3635,3368,3603,3711,3481,3857,3916,3566,3466,2942,3016,3060,2657,3125,2501,2760,2704,2445,3046,2546,2562,2832,2425,3043,2306,2520,2634,2182,2960,2205,2222,2523,2283,2621,1843,2562,2207,2036,2533,2028,1835,1994,1777,2332,1734,1831,2020,1680,2050,1699,1468,1625,1353,1806,1246,1234,1334,1140,1380,890,875,610,401,800,413,511,556,517,859,502,375,454,282,512,311,335,308,241,291,155,112,111,84,272,177407,Letpadan,MMR008008
