Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1790,1929,1955,2102,2204,2076,2173,2322,2234,2316,2381,2322,2496,2779,2707,2524,2183,2275,2711,2408,2768,2415,2388,2279,1985,2450,2061,2191,2490,2035,2658,1969,2147,2216,1863,2385,1948,1963,2311,1937,2322,1564,2226,1891,1631,2067,1570,1607,1704,1467,1630,1204,1366,1401,1208,1409,1200,964,969,880,1161,697,759,789,633,826,588,637,471,317,443,238,256,278,240,372,185,154,226,125,171,111,108,89,93,99,76,47,42,38,108,131003,Kyauktan,MMR013024
 Yes - some difficulty,35,13,13,8,12,10,7,8,3,6,1,6,4,7,6,3,7,5,3,4,2,4,4,4,2,7,1,-,4,4,5,1,-,7,3,4,5,6,9,6,8,6,13,6,7,13,7,9,10,14,15,11,14,18,16,18,16,19,21,20,30,19,22,32,23,40,17,26,20,25,32,20,16,17,21,35,26,17,13,16,30,18,19,22,12,21,9,14,9,7,34,1162,Kyauktan,MMR013024
 Yes - a lot of difficulty,17,20,10,13,14,3,2,7,-,1,-,2,4,2,3,2,2,2,1,3,2,3,2,4,2,1,4,2,4,1,3,2,1,-,1,3,3,1,4,1,2,1,1,1,1,3,6,6,5,7,1,2,5,5,6,6,5,2,4,2,6,5,2,5,3,12,3,10,5,1,1,1,3,8,8,11,4,6,6,7,4,1,4,4,5,4,1,4,2,1,7,367,Kyauktan,MMR013024
 Yes - cannot walk at all,4,4,2,2,-,4,4,1,3,1,3,3,1,4,1,4,2,2,1,1,1,2,2,-,-,1,-,1,2,3,2,-,1,-,-,-,1,-,-,1,1,1,3,-,1,3,-,-,3,4,1,3,2,5,2,3,2,6,2,2,2,3,5,3,4,6,7,6,3,-,13,1,4,5,3,6,-,2,5,3,4,2,4,4,4,5,-,10,2,2,7,233,Kyauktan,MMR013024
 Total,1846,1966,1980,2125,2230,2093,2186,2338,2240,2324,2385,2333,2505,2792,2717,2533,2194,2284,2716,2416,2773,2424,2396,2287,1989,2459,2066,2194,2500,2043,2668,1972,2149,2223,1867,2392,1957,1970,2324,1945,2333,1572,2243,1898,1640,2086,1583,1622,1722,1492,1647,1220,1387,1429,1232,1436,1223,991,996,904,1199,724,788,829,663,884,615,679,499,343,489,260,279,308,272,424,215,179,250,151,209,132,135,119,114,129,86,75,55,48,156,132765,Kyauktan,MMR013024
