Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2141,2232,2287,2406,2456,2264,2456,2480,2556,2460,2839,2585,2888,2941,2598,2350,2320,2283,2553,1994,2718,1824,2131,1936,1761,2288,1655,1765,2082,1632,2950,1549,1992,1788,1598,2483,1776,1568,1974,1373,2559,1267,1866,1720,1363,2272,1336,1298,1524,998,2054,960,1243,1284,1112,1505,1116,903,1020,626,1466,550,644,645,528,835,459,499,376,225,535,192,249,261,256,376,223,163,212,89,242,95,111,79,83,109,74,43,31,25,112,125745,Kyukme,MMR015012
 Yes - some difficulty,9,7,5,4,1,7,6,3,3,5,4,7,2,4,4,3,6,6,7,8,6,8,7,2,4,7,6,1,8,4,15,4,5,8,7,11,9,4,15,4,20,8,13,20,10,20,15,9,20,11,27,13,16,29,19,29,22,14,27,21,53,19,27,17,19,32,17,26,26,19,53,15,25,28,13,36,31,23,32,20,30,17,18,11,12,19,7,14,8,5,22,1293,Kyukme,MMR015012
 Yes - a lot of difficulty,34,4,1,2,-,-,2,3,-,2,1,2,5,3,3,1,1,3,1,1,1,1,6,-,2,6,-,-,3,1,2,3,4,3,3,4,3,1,4,-,2,1,-,-,3,6,3,1,5,2,3,4,6,2,-,3,5,3,5,2,5,5,6,3,9,6,1,5,2,2,9,5,6,6,5,10,6,3,3,2,7,-,4,3,2,8,1,2,4,-,10,312,Kyukme,MMR015012
 Yes - cannot walk at all,-,3,1,5,1,2,2,1,-,4,2,3,1,2,2,-,2,-,1,-,2,1,1,1,3,4,1,1,1,2,4,1,5,4,-,1,-,1,2,1,5,-,3,-,1,-,-,2,2,2,5,-,3,3,3,3,2,2,1,1,4,1,5,-,3,7,1,5,3,3,1,4,2,6,3,4,5,1,5,7,1,3,1,1,4,2,4,2,4,1,11,210,Kyukme,MMR015012
 Total,2184,2246,2294,2417,2458,2273,2466,2487,2559,2471,2846,2597,2896,2950,2607,2354,2329,2292,2562,2003,2727,1834,2145,1939,1770,2305,1662,1767,2094,1639,2971,1557,2006,1803,1608,2499,1788,1574,1995,1378,2586,1276,1882,1740,1377,2298,1354,1310,1551,1013,2089,977,1268,1318,1134,1540,1145,922,1053,650,1528,575,682,665,559,880,478,535,407,249,598,216,282,301,277,426,265,190,252,118,280,115,134,94,101,138,86,61,47,31,155,127560,Kyukme,MMR015012
