Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,203,181,198,195,184,196,185,193,189,158,225,157,194,204,171,180,199,172,244,161,205,144,170,177,177,190,175,136,181,145,196,106,137,117,134,118,110,79,120,76,118,73,93,75,69,86,64,51,79,66,115,37,61,51,56,58,54,24,42,38,67,17,35,16,11,24,15,16,13,15,18,4,14,8,5,5,8,3,3,2,11,1,8,3,-,2,1,-,1,1,5,8324,Kanpaikti(ST),MMR001002
 Yes - some difficulty,-,1,1,-,-,-,-,-,-,-,1,-,2,3,1,1,1,1,-,-,-,3,1,1,2,1,-,2,8,1,6,2,1,2,2,4,1,2,3,2,5,7,3,8,2,5,2,5,3,6,9,4,11,8,10,5,8,2,16,7,18,5,7,1,3,9,5,4,5,3,10,4,3,1,1,3,1,2,-,1,5,-,-,-,1,-,-,1,-,1,1,277,Kanpaikti(ST),MMR001002
 Yes - a lot of difficulty,-,-,-,-,-,1,1,-,1,1,-,-,-,1,-,-,-,1,-,-,-,1,-,-,-,1,1,-,-,-,2,-,-,-,-,-,-,-,-,2,-,-,2,-,-,-,2,-,-,-,1,2,-,2,1,4,3,2,1,-,1,1,1,-,1,1,-,-,1,-,4,-,3,-,-,1,1,1,1,2,6,-,-,-,1,-,-,-,1,-,1,61,Kanpaikti(ST),MMR001002
 Yes - cannot walk at all,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,1,-,-,2,-,-,-,-,-,-,2,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,20,Kanpaikti(ST),MMR001002
 Total,203,182,199,195,185,197,186,193,190,159,227,157,196,208,173,181,200,175,244,161,206,148,171,180,179,192,176,138,189,146,206,108,138,120,137,122,112,81,123,80,123,80,98,83,71,91,68,56,82,72,125,43,72,61,68,67,65,29,59,45,87,23,43,17,15,34,20,20,22,18,33,8,20,9,6,9,10,6,4,5,22,1,8,3,2,2,1,1,2,2,8,8682,Kanpaikti(ST),MMR001002
