Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1924,1900,1783,1961,2140,1954,1951,2156,1998,2074,1968,2061,2104,2096,2047,1966,1785,1971,2078,1716,2022,1768,1799,1710,1517,2060,1685,1936,1965,1779,2133,1644,1765,1733,1581,1847,1411,1601,1538,1324,1514,1209,1511,1212,1165,1365,1070,1208,1160,1050,1186,908,986,1002,832,952,725,777,724,606,760,457,507,465,475,467,414,390,276,284,385,247,227,251,204,329,185,159,142,121,151,83,108,85,62,76,21,52,27,28,94,103145,Kyunhlau,MMR005008
 Yes - some difficulty,27,11,-,3,3,-,3,4,3,5,5,1,3,3,5,3,7,3,7,2,2,3,6,6,1,7,4,3,2,5,4,-,5,1,3,5,8,4,2,1,2,3,1,3,3,5,2,4,5,2,8,5,6,4,4,7,4,6,4,4,11,5,10,8,4,8,16,12,8,6,12,6,7,9,13,14,10,12,14,13,20,11,13,14,9,8,7,5,2,3,20,562,Kyunhlau,MMR005008
 Yes - a lot of difficulty,10,2,-,2,2,2,-,1,2,-,-,1,3,-,1,1,-,1,1,-,1,-,1,7,3,2,1,2,1,2,1,-,4,2,-,1,1,2,1,1,-,4,1,3,1,1,3,-,3,1,1,-,2,3,1,2,2,5,3,2,5,2,-,5,3,2,4,5,2,3,9,3,3,4,9,11,4,3,4,5,5,2,2,4,5,4,3,4,4,3,14,236,Kyunhlau,MMR005008
 Yes - cannot walk at all,2,-,-,-,2,6,1,1,4,2,-,2,-,1,5,-,3,-,1,-,-,-,1,2,1,1,2,2,-,1,-,1,1,3,-,1,-,1,-,-,1,1,-,1,-,1,1,-,2,-,-,2,1,-,-,1,1,4,2,2,4,1,1,1,2,1,3,3,1,2,3,1,2,1,4,2,3,3,4,4,1,4,2,3,2,1,2,3,2,3,8,144,Kyunhlau,MMR005008
 Total,1963,1913,1783,1966,2147,1962,1955,2162,2007,2081,1973,2065,2110,2100,2058,1970,1795,1975,2087,1718,2025,1771,1807,1725,1522,2070,1692,1943,1968,1787,2138,1645,1775,1739,1584,1854,1420,1608,1541,1326,1517,1217,1513,1219,1169,1372,1076,1212,1170,1053,1195,915,995,1009,837,962,732,792,733,614,780,465,518,479,484,478,437,410,287,295,409,257,239,265,230,356,202,177,164,143,177,100,125,106,78,89,33,64,35,37,136,104087,Kyunhlau,MMR005008
