Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3329,3467,3755,4376,4004,4216,4040,4007,4644,3631,5123,3468,4513,4056,3520,4026,3440,2974,4354,2439,4794,2112,2597,2594,2114,4342,2185,2105,2689,1976,5392,1657,1868,1632,1546,3929,1796,1569,1974,1318,4454,1303,1631,1683,1290,3598,1402,1145,1428,988,4111,1010,1188,1269,1027,2111,1140,808,819,475,2692,484,465,547,426,1162,361,371,288,188,1142,151,166,201,150,400,154,92,140,53,431,48,50,72,45,100,42,19,29,14,176,171110,Tantyan,MMR015004
 Yes - some difficulty,3,10,5,6,4,1,3,2,8,2,2,3,7,2,4,9,4,5,4,-,7,3,2,3,5,12,5,8,7,4,14,4,4,3,7,13,2,5,7,2,10,3,4,4,5,12,8,2,11,3,33,8,10,13,7,22,11,14,13,10,98,17,20,11,16,44,16,25,26,23,111,28,24,33,16,50,13,16,22,13,74,7,12,11,17,16,10,3,8,7,65,1256,Tantyan,MMR015004
 Yes - a lot of difficulty,4,9,6,3,3,1,-,2,6,3,3,1,2,2,1,1,3,5,3,1,5,2,-,1,1,7,2,3,1,-,-,1,3,1,2,-,1,1,1,-,3,1,5,4,3,2,-,3,1,2,8,-,2,4,4,3,2,1,2,1,11,-,2,1,3,10,5,2,1,-,11,3,4,3,2,5,2,3,4,-,13,2,1,2,2,4,1,3,4,2,23,271,Tantyan,MMR015004
 Yes - cannot walk at all,12,4,4,2,-,-,1,2,4,1,2,-,1,1,1,-,1,3,1,-,4,3,2,-,1,2,2,1,1,1,2,4,1,3,3,2,-,-,2,-,6,1,-,1,-,2,1,-,1,2,3,1,1,1,2,2,4,-,1,1,6,-,3,2,1,3,2,-,-,1,4,2,2,-,1,5,1,-,3,1,9,1,-,1,1,2,-,1,-,-,12,168,Tantyan,MMR015004
 Total,3348,3490,3770,4387,4011,4218,4044,4013,4662,3637,5130,3472,4523,4061,3526,4036,3448,2987,4362,2440,4810,2120,2601,2598,2121,4363,2194,2117,2698,1981,5408,1666,1876,1639,1558,3944,1799,1575,1984,1320,4473,1308,1640,1692,1298,3614,1411,1150,1441,995,4155,1019,1201,1287,1040,2138,1157,823,835,487,2807,501,490,561,446,1219,384,398,315,212,1268,184,196,237,169,460,170,111,169,67,527,58,63,86,65,122,53,26,41,23,276,172805,Tantyan,MMR015004
