Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,767,862,813,954,912,910,931,911,890,1008,946,829,884,849,754,741,743,770,760,647,793,634,623,774,709,871,728,774,849,852,1028,769,799,795,682,823,710,739,713,626,737,582,665,622,494,613,471,457,482,418,618,403,454,419,427,476,335,379,369,315,452,270,295,285,293,327,248,264,184,148,235,122,126,122,122,139,99,97,78,69,89,32,31,47,33,27,20,10,10,15,23,46220,Saytottara,MMR009011
 Yes - some difficulty,9,14,10,12,13,9,7,4,3,6,2,3,2,6,2,4,-,1,4,-,4,1,4,5,6,6,3,9,7,9,5,5,2,5,6,7,5,6,6,6,7,8,4,7,4,14,8,7,7,8,13,8,10,11,14,14,17,8,22,17,32,17,16,23,22,37,31,30,30,26,35,16,20,22,24,23,25,16,18,15,19,15,11,10,7,12,4,7,2,5,7,1003,Saytottara,MMR009011
 Yes - a lot of difficulty,7,11,3,2,1,2,-,2,-,1,2,-,1,-,1,1,1,1,2,-,4,1,3,3,1,2,1,1,2,1,1,-,-,2,3,3,1,2,4,-,-,-,2,1,1,-,2,1,3,-,2,-,2,1,4,4,4,3,2,6,3,1,3,2,4,4,2,3,5,2,4,3,5,6,4,8,3,7,2,2,9,3,3,3,-,3,7,4,1,1,3,221,Saytottara,MMR009011
 Yes - cannot walk at all,4,1,-,3,2,-,-,-,-,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,1,1,-,-,-,1,1,1,-,-,1,1,1,1,1,-,2,2,-,1,-,1,1,-,-,1,3,2,-,-,3,-,3,1,-,6,3,-,-,1,4,-,4,2,1,2,-,1,3,3,-,-,1,1,1,-,-,2,82,Saytottara,MMR009011
 Total,787,888,826,971,928,921,938,917,893,1017,951,832,887,856,757,746,744,772,766,647,801,636,630,782,717,879,733,784,858,863,1034,774,801,803,692,833,716,747,724,633,745,590,671,631,500,628,482,466,492,428,635,411,467,431,446,495,356,390,394,341,489,288,314,313,319,371,282,297,225,179,274,141,152,154,150,174,129,121,100,86,118,53,48,60,40,43,32,22,13,21,35,47526,Saytottara,MMR009011
