Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,865,891,915,938,1074,980,1004,1010,941,1109,1053,1000,1043,1118,1091,936,873,930,970,895,1180,863,907,911,923,1111,883,1041,1186,965,1247,965,926,1063,930,1197,937,990,1158,1010,1167,924,1113,979,848,1059,924,957,951,841,1086,812,851,938,820,904,750,740,770,627,828,561,601,595,510,626,377,459,271,187,261,172,234,232,206,333,181,154,202,129,162,116,105,129,91,97,69,41,29,33,78,66159,Zigon,MMR008011
 Yes - some difficulty,3,9,1,1,2,2,2,2,4,2,2,1,1,1,1,1,1,2,3,1,-,1,1,2,-,2,1,6,2,3,4,6,4,3,2,7,2,2,4,5,5,4,5,9,5,7,8,7,6,12,11,8,13,14,13,20,19,17,18,16,20,18,19,18,18,29,19,31,19,6,20,15,30,27,23,41,28,26,35,28,42,24,25,28,22,30,19,11,8,6,25,1026,Zigon,MMR008011
 Yes - a lot of difficulty,8,-,-,-,-,1,2,3,-,2,1,-,1,1,-,-,-,1,1,1,1,2,2,-,-,-,2,1,2,1,2,-,-,1,-,3,-,1,-,-,1,-,1,2,2,3,-,-,2,-,2,1,4,3,3,4,6,1,7,1,4,2,5,5,6,3,3,-,6,3,2,4,1,2,5,3,4,4,4,3,4,4,6,4,5,5,4,7,3,1,12,207,Zigon,MMR008011
 Yes - cannot walk at all,1,-,2,2,1,1,3,-,-,1,1,2,-,-,1,-,-,1,-,-,1,1,1,-,-,-,-,-,3,1,-,1,1,1,-,2,-,1,-,-,1,-,-,1,1,-,2,2,1,1,1,1,1,3,1,1,1,1,3,1,2,1,2,2,1,1,5,4,-,-,2,-,-,2,1,1,2,2,3,3,4,2,9,1,3,8,4,2,1,-,11,131,Zigon,MMR008011
 Total,877,900,918,941,1077,984,1011,1015,945,1114,1057,1003,1045,1120,1093,937,874,934,974,897,1182,867,911,913,923,1113,886,1048,1193,970,1253,972,931,1068,932,1209,939,994,1162,1015,1174,928,1119,991,856,1069,934,966,960,854,1100,822,869,958,837,929,776,759,798,645,854,582,627,620,535,659,404,494,296,196,285,191,265,263,235,378,215,186,244,163,212,146,145,162,121,140,96,61,41,40,126,67523,Zigon,MMR008011
