Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2101,2008,2016,2068,2048,1986,2102,2021,2105,2082,2085,1960,1938,1967,1765,1663,1635,1503,1529,1370,1510,1240,1312,1356,1253,1398,1257,1258,1306,1099,1406,1015,1100,1070,946,1117,900,897,959,763,1006,670,829,785,790,830,657,570,648,558,772,510,501,564,521,556,464,396,372,299,505,253,241,289,224,259,169,154,133,99,237,72,90,92,95,114,51,56,73,39,84,41,22,29,33,33,16,12,12,17,34,76990,Dimawso,MMR002002
 Yes - some difficulty,15,18,25,20,5,3,7,1,5,6,6,6,12,6,5,5,4,9,2,10,9,3,7,7,9,8,11,14,13,7,9,9,17,8,13,8,11,15,16,8,26,15,19,28,21,27,23,19,32,25,44,21,29,24,33,38,42,22,31,27,53,16,28,32,39,44,23,26,23,25,58,16,31,28,17,45,23,25,13,18,30,14,13,15,5,12,7,2,4,4,34,1641,Dimawso,MMR002002
 Yes - a lot of difficulty,46,22,8,3,-,2,4,-,4,1,2,2,3,1,2,1,1,1,1,1,3,1,-,3,4,1,2,3,3,-,2,3,5,3,-,3,1,4,3,1,4,2,2,2,-,7,3,-,5,4,5,7,5,2,7,5,8,4,4,7,6,2,2,3,6,5,7,6,4,5,13,11,5,5,8,4,3,2,6,6,14,6,5,4,5,9,7,5,1,4,12,414,Dimawso,MMR002002
 Yes - cannot walk at all,10,3,2,2,6,2,2,1,-,-,2,3,1,2,2,2,-,-,2,1,-,-,1,1,-,1,1,1,1,3,1,-,4,-,1,1,1,1,4,1,2,-,-,4,-,2,-,2,4,-,2,-,1,3,4,1,-,2,3,2,2,-,2,1,3,-,-,1,2,1,3,1,-,3,2,3,-,1,2,1,4,2,2,5,2,5,1,1,2,2,4,156,Dimawso,MMR002002
 Total,2172,2051,2051,2093,2059,1993,2115,2023,2114,2089,2095,1971,1954,1976,1774,1671,1640,1513,1534,1382,1522,1244,1320,1367,1266,1408,1271,1276,1323,1109,1418,1027,1126,1081,960,1129,913,917,982,773,1038,687,850,819,811,866,683,591,689,587,823,538,536,593,565,600,514,424,410,335,566,271,273,325,272,308,199,187,162,130,311,100,126,128,122,166,77,84,94,64,132,63,42,53,45,59,31,20,19,27,84,79201,Dimawso,MMR002002
