Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2114,2179,2300,2337,2505,2424,2487,2715,2387,2638,2817,2697,2848,3087,2891,2667,2423,2585,2673,2151,2735,2175,2098,2297,2147,2593,2118,2450,2503,2209,2867,2032,2305,2248,1789,2591,1841,2037,2065,1933,2242,1560,1960,1763,1486,2101,1590,1584,1431,1294,1742,1360,1471,1372,1211,1532,1051,1273,1188,953,1289,950,1003,886,785,1009,553,763,576,453,767,414,436,387,306,597,252,308,302,170,280,131,153,139,95,141,45,79,41,44,145,139621,Yinmarpin,MMR005016
 Yes - some difficulty,14,15,4,1,1,4,5,7,4,10,5,3,5,5,3,2,5,4,4,5,9,5,9,3,8,3,5,5,5,7,8,4,5,10,6,10,9,14,5,11,18,8,8,7,9,15,10,7,18,13,20,12,11,9,17,17,15,9,17,17,29,18,17,23,23,33,19,27,15,16,42,20,30,32,22,44,31,23,43,21,54,23,24,13,17,29,10,12,19,12,32,1277,Yinmarpin,MMR005016
 Yes - a lot of difficulty,19,7,2,2,1,-,2,4,-,2,3,1,3,2,1,-,4,-,1,1,2,1,1,1,-,-,2,-,7,2,-,3,-,3,1,1,2,5,2,1,1,-,2,2,1,5,5,2,2,2,4,3,2,2,3,7,-,8,3,4,7,1,8,7,5,10,5,9,2,4,5,4,5,5,4,12,4,7,11,5,21,9,12,5,6,6,6,6,1,1,15,355,Yinmarpin,MMR005016
 Yes - cannot walk at all,4,-,2,1,2,4,6,3,3,2,2,2,1,-,1,2,3,2,1,2,1,1,1,-,1,1,3,1,-,-,2,1,-,5,2,2,2,-,1,1,1,-,2,-,-,3,2,2,-,-,4,-,-,2,3,1,-,1,4,1,4,3,1,-,4,5,1,5,3,4,4,3,3,5,2,10,3,2,9,2,7,2,2,7,3,8,7,2,3,3,16,227,Yinmarpin,MMR005016
 Total,2151,2201,2308,2341,2509,2432,2500,2729,2394,2652,2827,2703,2857,3094,2896,2671,2435,2591,2679,2159,2747,2182,2109,2301,2156,2597,2128,2456,2515,2218,2877,2040,2310,2266,1798,2604,1854,2056,2073,1946,2262,1568,1972,1772,1496,2124,1607,1595,1451,1309,1770,1375,1484,1385,1234,1557,1066,1291,1212,975,1329,972,1029,916,817,1057,578,804,596,477,818,441,474,429,334,663,290,340,365,198,362,165,191,164,121,184,68,99,64,60,208,141480,Yinmarpin,MMR005016
