Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,3725,3585,3979,4157,4377,4251,4607,5090,4135,4356,4724,4312,4542,4753,4131,3571,3429,3409,3423,2814,3678,2877,2845,2950,2883,3841,2957,3400,3395,3514,4163,3130,3462,3285,2702,4131,2844,3149,3304,3059,3684,2433,3267,2846,2463,3715,2612,2455,2243,2095,2895,2147,2129,2304,1894,2574,1844,1990,2090,1649,2437,1593,1827,1704,1655,2057,1242,1366,989,802,1314,680,775,713,578,1139,462,458,509,299,492,247,233,220,191,259,121,113,81,67,229,221120,Myaing,MMR009020
 Yes - some difficulty,22,15,8,10,14,8,17,11,11,9,8,7,10,9,11,12,12,5,8,8,8,10,9,9,5,14,14,11,16,10,17,9,19,16,12,17,15,13,17,20,26,16,28,22,16,38,32,34,31,32,46,25,26,37,36,60,30,31,35,40,96,56,64,65,62,110,52,77,53,51,122,52,60,47,77,121,46,61,65,55,77,37,48,54,44,50,26,32,25,12,70,2984,Myaing,MMR009020
 Yes - a lot of difficulty,23,4,5,6,10,6,7,7,4,5,8,8,7,4,5,4,10,3,7,3,4,2,4,5,2,11,3,7,3,7,7,2,3,2,2,7,4,6,7,5,6,2,7,5,4,5,4,7,1,5,8,7,6,10,13,16,9,12,20,11,23,16,25,21,15,30,17,19,12,15,37,12,17,20,22,29,19,32,18,18,46,16,22,17,15,16,9,7,14,7,33,1006,Myaing,MMR009020
 Yes - cannot walk at all,7,5,7,3,10,7,9,4,9,3,4,3,8,2,7,4,3,4,2,3,2,2,1,1,2,7,2,7,5,3,1,7,2,2,2,4,1,2,6,2,3,1,8,3,7,6,6,7,1,3,10,6,1,6,3,5,6,4,5,8,7,6,7,7,21,13,11,10,10,6,15,7,9,8,12,30,6,18,26,15,20,11,11,18,9,18,11,8,9,8,30,661,Myaing,MMR009020
 Total,3777,3609,3999,4176,4411,4272,4640,5112,4159,4373,4744,4330,4567,4768,4154,3591,3454,3421,3440,2828,3692,2891,2859,2965,2892,3873,2976,3425,3419,3534,4188,3148,3486,3305,2718,4159,2864,3170,3334,3086,3719,2452,3310,2876,2490,3764,2654,2503,2276,2135,2959,2185,2162,2357,1946,2655,1889,2037,2150,1708,2563,1671,1923,1797,1753,2210,1322,1472,1064,874,1488,751,861,788,689,1319,533,569,618,387,635,311,314,309,259,343,167,160,129,94,362,225771,Myaing,MMR009020
