Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,2299,2224,2466,2448,2494,2401,2359,2421,2478,2444,2418,2205,2222,2459,2132,1941,1981,1841,1682,1407,1525,1215,1344,1389,1178,1239,1106,1037,1113,945,1261,935,1026,967,951,995,861,852,981,785,1109,684,858,961,829,949,798,760,748,708,973,574,615,680,653,614,556,494,476,425,562,333,337,346,295,337,272,193,164,175,212,146,160,131,157,94,88,73,82,63,88,24,46,50,41,31,8,14,10,16,35,85074,Tedim,MMR004004
 Yes - some difficulty,34,8,20,18,7,5,6,4,5,5,9,5,7,8,14,5,14,5,8,5,4,8,8,9,8,11,9,16,15,11,18,15,18,14,8,16,13,13,19,19,21,11,24,20,16,36,32,32,36,23,40,22,27,41,41,30,30,34,29,29,60,36,37,41,37,51,27,23,27,24,43,24,37,38,25,18,23,21,24,12,18,7,9,10,15,8,4,6,4,7,9,1743,Tedim,MMR004004
 Yes - a lot of difficulty,7,5,3,4,-,1,1,2,1,2,2,3,3,-,2,1,7,2,4,2,6,2,2,4,1,3,4,7,4,3,8,3,3,5,1,5,5,1,5,7,6,2,6,9,3,11,6,10,9,9,14,6,8,7,12,5,14,6,9,7,12,11,6,10,10,15,3,12,7,11,12,10,5,12,7,5,12,14,12,9,12,7,5,8,8,7,8,1,4,2,6,553,Tedim,MMR004004
 Yes - cannot walk at all,1,-,-,4,2,1,1,4,-,1,1,4,3,3,3,2,2,1,3,2,3,2,3,-,2,2,2,5,2,6,7,2,4,1,-,2,1,2,3,4,4,1,5,4,2,1,-,-,4,4,5,6,-,2,2,3,1,2,1,2,6,2,2,4,3,2,4,2,4,5,3,3,5,3,4,4,3,4,4,4,3,5,3,5,5,7,1,3,3,3,4,253,Tedim,MMR004004
 Total,2341,2237,2489,2474,2503,2408,2367,2431,2484,2452,2430,2217,2235,2470,2151,1949,2004,1849,1697,1416,1538,1227,1357,1402,1189,1255,1121,1065,1134,965,1294,955,1051,987,960,1018,880,868,1008,815,1140,698,893,994,850,997,836,802,797,744,1032,608,650,730,708,652,601,536,515,463,640,382,382,401,345,405,306,230,202,215,270,183,207,184,193,121,126,112,122,88,121,43,63,73,69,53,21,24,21,28,54,87623,Tedim,MMR004004
