Disability_walking,Age_Under_1,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,Age_11,Age_12,Age_13,Age_14,Age_15,Age_16,Age_17,Age_18,Age_19,Age_20,Age_21,Age_22,Age_23,Age_24,Age_25,Age_26,Age_27,Age_28,Age_29,Age_30,Age_31,Age_32,Age_33,Age_34,Age_35,Age_36,Age_37,Age_38,Age_39,Age_40,Age_41,Age_42,Age_43,Age_44,Age_45,Age_46,Age_47,Age_48,Age_49,Age_50,Age_51,Age_52,Age_53,Age_54,Age_55,Age_56,Age_57,Age_58,Age_59,Age_60,Age_61,Age_62,Age_63,Age_64,Age_65,Age_66,Age_67,Age_68,Age_69,Age_70,Age_71,Age_72,Age_73,Age_74,Age_75,Age_76,Age_77,Age_78,Age_79,Age_80,Age_81,Age_82,Age_83,Age_84,Age_85,Age_86,Age_87,Age_88,Age_89,Age_90_and_above,Age_Total,Township,MIMU_code
 No - no difficulty,1662,1680,1824,1797,1996,1881,2019,1941,1827,2021,2106,1893,2035,2213,1908,1799,1645,1686,1675,1498,1797,1445,1514,1481,1342,1752,1343,1516,1648,1410,1804,1351,1496,1561,1196,1654,1353,1305,1378,1347,1451,1145,1503,1352,1202,1561,1300,1158,1265,1113,1498,1153,1183,1207,1007,1304,1038,895,968,810,1073,709,685,535,598,640,444,372,242,195,407,220,297,282,283,475,280,243,291,181,323,147,159,140,103,142,66,37,36,24,92,100633,Laymyethna,MMR017010
 Yes - some difficulty,12,7,6,5,5,5,7,3,13,4,7,5,4,4,8,7,4,-,6,7,7,7,2,2,4,8,5,5,6,3,6,5,10,7,4,8,10,3,9,9,6,11,14,12,11,23,18,9,18,19,32,32,32,30,20,40,43,36,49,26,51,50,41,28,40,36,26,33,19,20,39,26,31,41,37,62,44,36,46,21,55,40,41,29,28,48,23,15,13,7,40,1786,Laymyethna,MMR017010
 Yes - a lot of difficulty,4,1,3,-,2,2,2,-,4,4,2,1,3,-,2,3,2,-,4,1,2,-,4,-,2,2,2,-,2,1,3,-,3,2,4,2,3,1,2,1,1,1,4,1,1,10,2,5,2,2,8,4,3,5,6,6,11,7,10,4,14,3,4,8,5,6,3,4,8,5,8,7,12,9,6,14,8,8,11,9,11,14,13,9,7,18,3,5,6,3,22,432,Laymyethna,MMR017010
 Yes - cannot walk at all,-,2,-,3,4,3,4,5,-,2,2,1,-,2,1,-,2,1,1,1,-,-,-,-,-,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,-,2,1,1,-,1,1,2,1,-,2,1,-,1,2,1,-,-,2,3,2,5,5,1,1,3,1,1,-,6,3,3,1,4,7,1,1,6,2,3,4,3,3,3,8,2,4,6,3,6,173,Laymyethna,MMR017010
 Total,1678,1690,1833,1805,2007,1891,2032,1949,1844,2031,2117,1900,2042,2219,1919,1809,1653,1687,1686,1507,1806,1452,1520,1483,1348,1763,1351,1523,1658,1415,1814,1357,1510,1571,1205,1665,1368,1310,1390,1359,1459,1157,1523,1366,1215,1594,1321,1173,1287,1135,1538,1191,1219,1242,1034,1352,1093,938,1027,842,1141,764,735,576,644,683,476,410,270,220,460,256,343,333,330,558,333,288,354,213,392,205,216,181,141,216,94,61,61,37,160,103024,Laymyethna,MMR017010
