Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6502,7856,14358,Namtu,MMR015015
 Grade 1,918,867,1785,Namtu,MMR015015
 Grade 2,1155,1012,2167,Namtu,MMR015015
 Grade 3,1573,1520,3093,Namtu,MMR015015
 Grade 4,1550,1607,3157,Namtu,MMR015015
 Grade 5,2681,2763,5444,Namtu,MMR015015
 Grade 6,1175,1156,2331,Namtu,MMR015015
 Grade 7,950,908,1858,Namtu,MMR015015
 Grade 8,910,849,1759,Namtu,MMR015015
 Grade 9,954,921,1875,Namtu,MMR015015
 Grade 10,691,755,1446,Namtu,MMR015015
 Grade 11,1217,1623,2840,Namtu,MMR015015
 College,192,304,496,Namtu,MMR015015
 Vocational training,11,23,34,Namtu,MMR015015
 Undergraduate diploma,31,29,60,Namtu,MMR015015
 Graduate,451,848,1299,Namtu,MMR015015
 Postgraduate diploma,12,40,52,Namtu,MMR015015
 Master degree,4,3,7,Namtu,MMR015015
 PhD,1,1,2,Namtu,MMR015015
 Other,757,285,1042,Namtu,MMR015015
 Total,21735,23370,45105,Namtu,MMR015015
