Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2093,5257,7350,Pobbathiri,MMR018005
 Grade 1,1474,1590,3064,Pobbathiri,MMR018005
 Grade 2,1892,2424,4316,Pobbathiri,MMR018005
 Grade 3,2906,4238,7144,Pobbathiri,MMR018005
 Grade 4,4440,5546,9986,Pobbathiri,MMR018005
 Grade 5,10731,11272,22003,Pobbathiri,MMR018005
 Grade 6,3602,3421,7023,Pobbathiri,MMR018005
 Grade 7,3267,2691,5958,Pobbathiri,MMR018005
 Grade 8,3425,2459,5884,Pobbathiri,MMR018005
 Grade 9,4043,2819,6862,Pobbathiri,MMR018005
 Grade 10,3093,2154,5247,Pobbathiri,MMR018005
 Grade 11,4663,3860,8523,Pobbathiri,MMR018005
 College,1600,1264,2864,Pobbathiri,MMR018005
 Vocational training,124,58,182,Pobbathiri,MMR018005
 Undergraduate diploma,177,96,273,Pobbathiri,MMR018005
 Graduate,3295,3880,7175,Pobbathiri,MMR018005
 Postgraduate diploma,60,64,124,Pobbathiri,MMR018005
 Master degree,112,97,209,Pobbathiri,MMR018005
 PhD,4,14,18,Pobbathiri,MMR018005
 Other,425,308,733,Pobbathiri,MMR018005
 Total,51426,53512,104938,Pobbathiri,MMR018005
