Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,861,1686,2547,Yankin,MMR013010
 Grade 1,436,560,996,Yankin,MMR013010
 Grade 2,605,761,1366,Yankin,MMR013010
 Grade 3,810,1170,1980,Yankin,MMR013010
 Grade 4,1111,1722,2833,Yankin,MMR013010
 Grade 5,2190,3460,5650,Yankin,MMR013010
 Grade 6,1452,1868,3320,Yankin,MMR013010
 Grade 7,1277,1435,2712,Yankin,MMR013010
 Grade 8,1716,1781,3497,Yankin,MMR013010
 Grade 9,2663,2310,4973,Yankin,MMR013010
 Grade 10,3136,2998,6134,Yankin,MMR013010
 Grade 11,4756,4394,9150,Yankin,MMR013010
 College,2279,1861,4140,Yankin,MMR013010
 Vocational training,137,49,186,Yankin,MMR013010
 Undergraduate diploma,340,138,478,Yankin,MMR013010
 Graduate,6356,9118,15474,Yankin,MMR013010
 Postgraduate diploma,213,337,550,Yankin,MMR013010
 Master degree,257,516,773,Yankin,MMR013010
 PhD,82,138,220,Yankin,MMR013010
 Other,236,157,393,Yankin,MMR013010
 Total,30913,36459,67372,Yankin,MMR013010
