Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5302,6111,11413,Indaw(ST),MMR014008
 Grade 1,1098,1000,2098,Indaw(ST),MMR014008
 Grade 2,1275,1215,2490,Indaw(ST),MMR014008
 Grade 3,1689,1698,3387,Indaw(ST),MMR014008
 Grade 4,1504,1497,3001,Indaw(ST),MMR014008
 Grade 5,3038,2591,5629,Indaw(ST),MMR014008
 Grade 6,673,603,1276,Indaw(ST),MMR014008
 Grade 7,524,431,955,Indaw(ST),MMR014008
 Grade 8,470,344,814,Indaw(ST),MMR014008
 Grade 9,451,282,733,Indaw(ST),MMR014008
 Grade 10,345,274,619,Indaw(ST),MMR014008
 Grade 11,256,218,474,Indaw(ST),MMR014008
 College,117,94,211,Indaw(ST),MMR014008
 Vocational training,14,4,18,Indaw(ST),MMR014008
 Undergraduate diploma,12,8,20,Indaw(ST),MMR014008
 Graduate,173,186,359,Indaw(ST),MMR014008
 Postgraduate diploma,7,11,18,Indaw(ST),MMR014008
 Master degree,12,6,18,Indaw(ST),MMR014008
 PhD,2,2,4,Indaw(ST),MMR014008
 Other,370,129,499,Indaw(ST),MMR014008
 Total,17332,16704,34036,Indaw(ST),MMR014008
