Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,11108,15983,27091,Taikkyi,MMR013005
 Grade 1,5214,5703,10917,Taikkyi,MMR013005
 Grade 2,6564,8269,14833,Taikkyi,MMR013005
 Grade 3,10028,12743,22771,Taikkyi,MMR013005
 Grade 4,14101,16889,30990,Taikkyi,MMR013005
 Grade 5,23267,25664,48931,Taikkyi,MMR013005
 Grade 6,8215,7697,15912,Taikkyi,MMR013005
 Grade 7,7097,5889,12986,Taikkyi,MMR013005
 Grade 8,7205,5295,12500,Taikkyi,MMR013005
 Grade 9,7460,5465,12925,Taikkyi,MMR013005
 Grade 10,6183,4946,11129,Taikkyi,MMR013005
 Grade 11,7165,6237,13402,Taikkyi,MMR013005
 College,2408,2038,4446,Taikkyi,MMR013005
 Vocational training,124,75,199,Taikkyi,MMR013005
 Undergraduate diploma,230,189,419,Taikkyi,MMR013005
 Graduate,3314,5101,8415,Taikkyi,MMR013005
 Postgraduate diploma,88,161,249,Taikkyi,MMR013005
 Master degree,48,54,102,Taikkyi,MMR013005
 PhD,3,9,12,Taikkyi,MMR013005
 Other,2388,2107,4495,Taikkyi,MMR013005
 Total,122210,130514,252724,Taikkyi,MMR013005
