Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5242,10557,15799,Wetlet,MMR005006
 Grade 1,2406,2652,5058,Wetlet,MMR005006
 Grade 2,4580,6105,10685,Wetlet,MMR005006
 Grade 3,6494,8899,15393,Wetlet,MMR005006
 Grade 4,11149,14686,25835,Wetlet,MMR005006
 Grade 5,20360,24930,45290,Wetlet,MMR005006
 Grade 6,5057,5472,10529,Wetlet,MMR005006
 Grade 7,4533,4460,8993,Wetlet,MMR005006
 Grade 8,4626,4047,8673,Wetlet,MMR005006
 Grade 9,4366,3494,7860,Wetlet,MMR005006
 Grade 10,3593,2811,6404,Wetlet,MMR005006
 Grade 11,3183,2559,5742,Wetlet,MMR005006
 College,1475,1332,2807,Wetlet,MMR005006
 Vocational training,279,198,477,Wetlet,MMR005006
 Undergraduate diploma,276,137,413,Wetlet,MMR005006
 Graduate,2620,3790,6410,Wetlet,MMR005006
 Postgraduate diploma,42,75,117,Wetlet,MMR005006
 Master degree,35,94,129,Wetlet,MMR005006
 PhD,7,5,12,Wetlet,MMR005006
 Other,2402,2609,5011,Wetlet,MMR005006
 Total,82725,98912,181637,Wetlet,MMR005006
