Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,441,592,1033,Machanbaw,MMR001016
 Grade 1,248,240,488,Machanbaw,MMR001016
 Grade 2,246,283,529,Machanbaw,MMR001016
 Grade 3,293,304,597,Machanbaw,MMR001016
 Grade 4,440,413,853,Machanbaw,MMR001016
 Grade 5,398,334,732,Machanbaw,MMR001016
 Grade 6,277,214,491,Machanbaw,MMR001016
 Grade 7,307,224,531,Machanbaw,MMR001016
 Grade 8,297,266,563,Machanbaw,MMR001016
 Grade 9,272,277,549,Machanbaw,MMR001016
 Grade 10,339,380,719,Machanbaw,MMR001016
 Grade 11,86,52,138,Machanbaw,MMR001016
 College,28,27,55,Machanbaw,MMR001016
 Vocational training,14,2,16,Machanbaw,MMR001016
 Undergraduate diploma,22,15,37,Machanbaw,MMR001016
 Graduate,107,140,247,Machanbaw,MMR001016
 Postgraduate diploma,9,1,10,Machanbaw,MMR001016
 Master degree,5,1,6,Machanbaw,MMR001016
 PhD,-,1,1,Machanbaw,MMR001016
 Other,2,4,6,Machanbaw,MMR001016
 Total,3831,3770,7601,Machanbaw,MMR001016
