Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,5533,12770,18303,Lewe,MMR018007
 Grade 1,4520,4932,9452,Lewe,MMR018007
 Grade 2,5635,7642,13277,Lewe,MMR018007
 Grade 3,8809,12521,21330,Lewe,MMR018007
 Grade 4,12376,15150,27526,Lewe,MMR018007
 Grade 5,28066,30317,58383,Lewe,MMR018007
 Grade 6,9550,8651,18201,Lewe,MMR018007
 Grade 7,8307,6684,14991,Lewe,MMR018007
 Grade 8,8434,5977,14411,Lewe,MMR018007
 Grade 9,9150,6137,15287,Lewe,MMR018007
 Grade 10,6024,4496,10520,Lewe,MMR018007
 Grade 11,9314,8019,17333,Lewe,MMR018007
 College,2582,2287,4869,Lewe,MMR018007
 Vocational training,155,95,250,Lewe,MMR018007
 Undergraduate diploma,364,217,581,Lewe,MMR018007
 Graduate,3972,5223,9195,Lewe,MMR018007
 Postgraduate diploma,48,73,121,Lewe,MMR018007
 Master degree,65,46,111,Lewe,MMR018007
 PhD,8,4,12,Lewe,MMR018007
 Other,1491,1570,3061,Lewe,MMR018007
 Total,124403,132811,257214,Lewe,MMR018007
