Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7467,14405,21872,Chauk,MMR009003
 Grade 1,2077,2603,4680,Chauk,MMR009003
 Grade 2,3220,5148,8368,Chauk,MMR009003
 Grade 3,4308,7673,11981,Chauk,MMR009003
 Grade 4,6570,10071,16641,Chauk,MMR009003
 Grade 5,13166,17691,30857,Chauk,MMR009003
 Grade 6,4526,5169,9695,Chauk,MMR009003
 Grade 7,4545,4293,8838,Chauk,MMR009003
 Grade 8,5329,4689,10018,Chauk,MMR009003
 Grade 9,6069,4918,10987,Chauk,MMR009003
 Grade 10,5654,4912,10566,Chauk,MMR009003
 Grade 11,5021,4548,9569,Chauk,MMR009003
 College,1592,1609,3201,Chauk,MMR009003
 Vocational training,355,123,478,Chauk,MMR009003
 Undergraduate diploma,770,538,1308,Chauk,MMR009003
 Graduate,2904,5081,7985,Chauk,MMR009003
 Postgraduate diploma,87,178,265,Chauk,MMR009003
 Master degree,34,116,150,Chauk,MMR009003
 PhD,7,5,12,Chauk,MMR009003
 Other,1388,1760,3148,Chauk,MMR009003
 Total,75089,95530,170619,Chauk,MMR009003
