Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,10666,16358,27024,Hopon,MMR014003
 Grade 1,2300,2204,4504,Hopon,MMR014003
 Grade 2,3072,3031,6103,Hopon,MMR014003
 Grade 3,4582,4001,8583,Hopon,MMR014003
 Grade 4,4287,3943,8230,Hopon,MMR014003
 Grade 5,8656,7589,16245,Hopon,MMR014003
 Grade 6,2543,2782,5325,Hopon,MMR014003
 Grade 7,2080,2083,4163,Hopon,MMR014003
 Grade 8,2171,2246,4417,Hopon,MMR014003
 Grade 9,2253,2103,4356,Hopon,MMR014003
 Grade 10,1482,1326,2808,Hopon,MMR014003
 Grade 11,1562,1459,3021,Hopon,MMR014003
 College,2187,432,2619,Hopon,MMR014003
 Vocational training,16,10,26,Hopon,MMR014003
 Undergraduate diploma,61,25,86,Hopon,MMR014003
 Graduate,660,1104,1764,Hopon,MMR014003
 Postgraduate diploma,12,21,33,Hopon,MMR014003
 Master degree,111,15,126,Hopon,MMR014003
 PhD,5,1,6,Hopon,MMR014003
 Other,763,245,1008,Hopon,MMR014003
 Total,49469,50978,100447,Hopon,MMR014003
