Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6152,7750,13902,Seikphyu,MMR009022
 Grade 1,1536,1608,3144,Seikphyu,MMR009022
 Grade 2,1928,2491,4419,Seikphyu,MMR009022
 Grade 3,2775,4183,6958,Seikphyu,MMR009022
 Grade 4,3388,4911,8299,Seikphyu,MMR009022
 Grade 5,8669,11199,19868,Seikphyu,MMR009022
 Grade 6,2449,2781,5230,Seikphyu,MMR009022
 Grade 7,2204,2396,4600,Seikphyu,MMR009022
 Grade 8,2291,2242,4533,Seikphyu,MMR009022
 Grade 9,2928,2735,5663,Seikphyu,MMR009022
 Grade 10,2418,2265,4683,Seikphyu,MMR009022
 Grade 11,2334,2476,4810,Seikphyu,MMR009022
 College,733,742,1475,Seikphyu,MMR009022
 Vocational training,137,59,196,Seikphyu,MMR009022
 Undergraduate diploma,173,94,267,Seikphyu,MMR009022
 Graduate,1275,2374,3649,Seikphyu,MMR009022
 Postgraduate diploma,24,48,72,Seikphyu,MMR009022
 Master degree,30,30,60,Seikphyu,MMR009022
 PhD,-,2,2,Seikphyu,MMR009022
 Other,575,612,1187,Seikphyu,MMR009022
 Total,42019,50998,93017,Seikphyu,MMR009022
