Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6304,12012,18316,Nyaungshwe,MMR014002
 Grade 1,2774,2804,5578,Nyaungshwe,MMR014002
 Grade 2,4077,4457,8534,Nyaungshwe,MMR014002
 Grade 3,6345,6629,12974,Nyaungshwe,MMR014002
 Grade 4,8867,8854,17721,Nyaungshwe,MMR014002
 Grade 5,21443,20109,41552,Nyaungshwe,MMR014002
 Grade 6,6436,5728,12164,Nyaungshwe,MMR014002
 Grade 7,5294,4286,9580,Nyaungshwe,MMR014002
 Grade 8,5184,3869,9053,Nyaungshwe,MMR014002
 Grade 9,4984,3785,8769,Nyaungshwe,MMR014002
 Grade 10,3551,3434,6985,Nyaungshwe,MMR014002
 Grade 11,4553,4726,9279,Nyaungshwe,MMR014002
 College,1225,1303,2528,Nyaungshwe,MMR014002
 Vocational training,165,96,261,Nyaungshwe,MMR014002
 Undergraduate diploma,118,92,210,Nyaungshwe,MMR014002
 Graduate,1953,3871,5824,Nyaungshwe,MMR014002
 Postgraduate diploma,46,132,178,Nyaungshwe,MMR014002
 Master degree,13,41,54,Nyaungshwe,MMR014002
 PhD,7,10,17,Nyaungshwe,MMR014002
 Other,3174,746,3920,Nyaungshwe,MMR014002
 Total,86513,86984,173497,Nyaungshwe,MMR014002
