Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,2669,3464,6133,Gyobingauk,MMR008014
 Grade 1,1605,1868,3473,Gyobingauk,MMR008014
 Grade 2,2104,2908,5012,Gyobingauk,MMR008014
 Grade 3,2921,4070,6991,Gyobingauk,MMR008014
 Grade 4,12222,16577,28799,Gyobingauk,MMR008014
 Grade 5,8931,10309,19240,Gyobingauk,MMR008014
 Grade 6,3178,2902,6080,Gyobingauk,MMR008014
 Grade 7,3369,2671,6040,Gyobingauk,MMR008014
 Grade 8,3837,2792,6629,Gyobingauk,MMR008014
 Grade 9,3094,2183,5277,Gyobingauk,MMR008014
 Grade 10,3720,3095,6815,Gyobingauk,MMR008014
 Grade 11,1116,851,1967,Gyobingauk,MMR008014
 College,689,795,1484,Gyobingauk,MMR008014
 Vocational training,68,59,127,Gyobingauk,MMR008014
 Undergraduate diploma,154,98,252,Gyobingauk,MMR008014
 Graduate,1618,2610,4228,Gyobingauk,MMR008014
 Postgraduate diploma,32,61,93,Gyobingauk,MMR008014
 Master degree,4,20,24,Gyobingauk,MMR008014
 PhD,4,7,11,Gyobingauk,MMR008014
 Other,339,444,783,Gyobingauk,MMR008014
 Total,51674,57784,109458,Gyobingauk,MMR008014
