Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,8630,9180,17810,Khayan,MMR013026
 Grade 1,2325,2870,5195,Khayan,MMR013026
 Grade 2,3381,4779,8160,Khayan,MMR013026
 Grade 3,4907,7196,12103,Khayan,MMR013026
 Grade 4,12017,16046,28063,Khayan,MMR013026
 Grade 5,10305,12344,22649,Khayan,MMR013026
 Grade 6,4018,3782,7800,Khayan,MMR013026
 Grade 7,4237,3508,7745,Khayan,MMR013026
 Grade 8,4406,3206,7612,Khayan,MMR013026
 Grade 9,3794,2628,6422,Khayan,MMR013026
 Grade 10,4763,3769,8532,Khayan,MMR013026
 Grade 11,748,513,1261,Khayan,MMR013026
 College,1232,1119,2351,Khayan,MMR013026
 Vocational training,53,37,90,Khayan,MMR013026
 Undergraduate diploma,139,81,220,Khayan,MMR013026
 Graduate,1661,3033,4694,Khayan,MMR013026
 Postgraduate diploma,31,63,94,Khayan,MMR013026
 Master degree,6,36,42,Khayan,MMR013026
 PhD,4,4,8,Khayan,MMR013026
 Other,2043,1693,3736,Khayan,MMR013026
 Total,68700,75887,144587,Khayan,MMR013026
