Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,7585,10842,18427,Amarapura,MMR010006
 Grade 1,2836,2985,5821,Amarapura,MMR010006
 Grade 2,3376,4451,7827,Amarapura,MMR010006
 Grade 3,5245,7655,12900,Amarapura,MMR010006
 Grade 4,9384,13278,22662,Amarapura,MMR010006
 Grade 5,21200,25665,46865,Amarapura,MMR010006
 Grade 6,7042,7407,14449,Amarapura,MMR010006
 Grade 7,6577,5880,12457,Amarapura,MMR010006
 Grade 8,7372,5627,12999,Amarapura,MMR010006
 Grade 9,8227,5479,13706,Amarapura,MMR010006
 Grade 10,6623,5327,11950,Amarapura,MMR010006
 Grade 11,7715,6176,13891,Amarapura,MMR010006
 College,3476,2643,6119,Amarapura,MMR010006
 Vocational training,318,97,415,Amarapura,MMR010006
 Undergraduate diploma,312,127,439,Amarapura,MMR010006
 Graduate,6037,8437,14474,Amarapura,MMR010006
 Postgraduate diploma,146,243,389,Amarapura,MMR010006
 Master degree,97,340,437,Amarapura,MMR010006
 PhD,21,76,97,Amarapura,MMR010006
 Other,1147,904,2051,Amarapura,MMR010006
 Total,104736,113639,218375,Amarapura,MMR010006
