Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,3220,5403,8623,Kawlin,MMR005024
 Grade 1,1645,1784,3429,Kawlin,MMR005024
 Grade 2,2157,2980,5137,Kawlin,MMR005024
 Grade 3,3232,4619,7851,Kawlin,MMR005024
 Grade 4,5580,6820,12400,Kawlin,MMR005024
 Grade 5,21820,24221,46041,Kawlin,MMR005024
 Grade 6,4282,3906,8188,Kawlin,MMR005024
 Grade 7,3804,3130,6934,Kawlin,MMR005024
 Grade 8,3940,3131,7071,Kawlin,MMR005024
 Grade 9,3627,2807,6434,Kawlin,MMR005024
 Grade 10,2915,2512,5427,Kawlin,MMR005024
 Grade 11,2680,2344,5024,Kawlin,MMR005024
 College,1212,1145,2357,Kawlin,MMR005024
 Vocational training,74,57,131,Kawlin,MMR005024
 Undergraduate diploma,126,80,206,Kawlin,MMR005024
 Graduate,2076,3191,5267,Kawlin,MMR005024
 Postgraduate diploma,26,31,57,Kawlin,MMR005024
 Master degree,15,28,43,Kawlin,MMR005024
 PhD,4,-,4,Kawlin,MMR005024
 Other,1129,1284,2413,Kawlin,MMR005024
 Total,63564,69473,133037,Kawlin,MMR005024
