Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,6756,6537,13293,Shan Ywathit(ST),MMR003002
 Grade 1,386,388,774,Shan Ywathit(ST),MMR003002
 Grade 2,358,336,694,Shan Ywathit(ST),MMR003002
 Grade 3,395,344,739,Shan Ywathit(ST),MMR003002
 Grade 4,293,325,618,Shan Ywathit(ST),MMR003002
 Grade 5,397,467,864,Shan Ywathit(ST),MMR003002
 Grade 6,191,186,377,Shan Ywathit(ST),MMR003002
 Grade 7,116,126,242,Shan Ywathit(ST),MMR003002
 Grade 8,114,131,245,Shan Ywathit(ST),MMR003002
 Grade 9,94,85,179,Shan Ywathit(ST),MMR003002
 Grade 10,61,54,115,Shan Ywathit(ST),MMR003002
 Grade 11,57,55,112,Shan Ywathit(ST),MMR003002
 College,11,3,14,Shan Ywathit(ST),MMR003002
 Vocational training,-,1,1,Shan Ywathit(ST),MMR003002
 Undergraduate diploma,3,2,5,Shan Ywathit(ST),MMR003002
 Graduate,16,9,25,Shan Ywathit(ST),MMR003002
 Postgraduate diploma,1,-,1,Shan Ywathit(ST),MMR003002
 Master degree,1,1,2,Shan Ywathit(ST),MMR003002
 Other,235,145,380,Shan Ywathit(ST),MMR003002
 Total,9485,9195,18680,Shan Ywathit(ST),MMR003002
