Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,443,791,1234,Lanmadaw,MMR013035
 Grade 1,192,286,478,Lanmadaw,MMR013035
 Grade 2,271,543,814,Lanmadaw,MMR013035
 Grade 3,321,619,940,Lanmadaw,MMR013035
 Grade 4,863,1528,2391,Lanmadaw,MMR013035
 Grade 5,952,1504,2456,Lanmadaw,MMR013035
 Grade 6,639,785,1424,Lanmadaw,MMR013035
 Grade 7,758,901,1659,Lanmadaw,MMR013035
 Grade 8,1216,1239,2455,Lanmadaw,MMR013035
 Grade 9,1418,1501,2919,Lanmadaw,MMR013035
 Grade 10,2961,3171,6132,Lanmadaw,MMR013035
 Grade 11,1290,1327,2617,Lanmadaw,MMR013035
 College,1959,1917,3876,Lanmadaw,MMR013035
 Vocational training,94,66,160,Lanmadaw,MMR013035
 Undergraduate diploma,230,120,350,Lanmadaw,MMR013035
 Graduate,5437,9390,14827,Lanmadaw,MMR013035
 Postgraduate diploma,109,225,334,Lanmadaw,MMR013035
 Master degree,126,246,372,Lanmadaw,MMR013035
 PhD,46,67,113,Lanmadaw,MMR013035
 Other,95,73,168,Lanmadaw,MMR013035
 Total,19420,26299,45719,Lanmadaw,MMR013035
