Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,4404,6390,10794,Thandwe,MMR012015
 Grade 1,1637,1754,3391,Thandwe,MMR012015
 Grade 2,2159,2823,4982,Thandwe,MMR012015
 Grade 3,3841,4939,8780,Thandwe,MMR012015
 Grade 4,6251,7514,13765,Thandwe,MMR012015
 Grade 5,12918,13732,26650,Thandwe,MMR012015
 Grade 6,4579,4199,8778,Thandwe,MMR012015
 Grade 7,3691,3245,6936,Thandwe,MMR012015
 Grade 8,4028,3141,7169,Thandwe,MMR012015
 Grade 9,4585,3519,8104,Thandwe,MMR012015
 Grade 10,3182,2734,5916,Thandwe,MMR012015
 Grade 11,4851,4742,9593,Thandwe,MMR012015
 College,1295,1175,2470,Thandwe,MMR012015
 Vocational training,147,72,219,Thandwe,MMR012015
 Undergraduate diploma,330,226,556,Thandwe,MMR012015
 Graduate,2222,3151,5373,Thandwe,MMR012015
 Postgraduate diploma,53,98,151,Thandwe,MMR012015
 Master degree,48,83,131,Thandwe,MMR012015
 PhD,11,9,20,Thandwe,MMR012015
 Other,127,79,206,Thandwe,MMR012015
 Total,60359,63625,123984,Thandwe,MMR012015
