Highest_grade,Sex_Male,Sex_Female,Sex_Total,Township,MIMU_code
 None,9607,11195,20802,Kawa,MMR007003
 Grade 1,3438,3341,6779,Kawa,MMR007003
 Grade 2,4274,5417,9691,Kawa,MMR007003
 Grade 3,6338,9188,15526,Kawa,MMR007003
 Grade 4,8070,11354,19424,Kawa,MMR007003
 Grade 5,20565,25630,46195,Kawa,MMR007003
 Grade 6,5784,5941,11725,Kawa,MMR007003
 Grade 7,4717,4279,8996,Kawa,MMR007003
 Grade 8,4681,3592,8273,Kawa,MMR007003
 Grade 9,4880,3358,8238,Kawa,MMR007003
 Grade 10,3015,2267,5282,Kawa,MMR007003
 Grade 11,4326,3671,7997,Kawa,MMR007003
 College,1124,1019,2143,Kawa,MMR007003
 Vocational training,41,39,80,Kawa,MMR007003
 Undergraduate diploma,138,68,206,Kawa,MMR007003
 Graduate,1587,2722,4309,Kawa,MMR007003
 Postgraduate diploma,15,27,42,Kawa,MMR007003
 Master degree,10,19,29,Kawa,MMR007003
 PhD,-,1,1,Kawa,MMR007003
 Other,1321,974,2295,Kawa,MMR007003
 Total,83931,94102,178033,Kawa,MMR007003
